Name,Age,Tm,WS,WS/48,Season,Surname,First Name,PlayerID
Elmer Bennett,26.0,TOT,-0.1,-0.075,1996-97,Bennett,Elmer,214
Elmer Bennett,26.0,HOU,0.1,0.436,1996-97,Bennett,Elmer,214
Elmer Bennett,26.0,DEN,-0.3,-0.213,1996-97,Bennett,Elmer,214
Mario Bennett,22.0,PHO,0.5,0.098,1995-96,Bennett,Mario,215
Mario Bennett,24.0,LAL,1.5,0.201,1997-98,Bennett,Mario,215
Mario Bennett,25.0,CHI,0.0,0.065,1998-99,Bennett,Mario,215
Mario Bennett,26.0,LAC,-0.1,-0.8590000000000001,1999-00,Bennett,Mario,215
Mel Bennett,26.0,UTA,0.3,0.045,1980-81,Bennett,Mel,216
Mel Bennett,27.0,CLE,-0.1,-0.27,1981-82,Bennett,Mel,216
Tony Bennett,23.0,CHH,0.7,0.039,1992-93,Bennett,Tony,217
Tony Bennett,24.0,CHH,0.9,0.045,1993-94,Bennett,Tony,217
Tony Bennett,25.0,CHH,0.0,-0.006,1994-95,Bennett,Tony,217
Winston Bennett,24.0,CLE,1.1,0.055,1989-90,Bennett,Winston,218
Winston Bennett,25.0,CLE,0.2,0.026000000000000002,1990-91,Bennett,Winston,218
Winston Bennett,26.0,TOT,0.3,0.02,1991-92,Bennett,Winston,218
Winston Bennett,26.0,CLE,0.3,0.019,1991-92,Bennett,Winston,218
Winston Bennett,26.0,MIA,0.0,0.23800000000000002,1991-92,Bennett,Winston,218
David Benoit,23.0,UTA,2.0,0.085,1991-92,Benoit,David,219
David Benoit,24.0,UTA,2.3,0.065,1992-93,Benoit,David,219
David Benoit,25.0,UTA,1.6,0.07200000000000001,1993-94,Benoit,David,219
David Benoit,26.0,UTA,4.6,0.121,1994-95,Benoit,David,219
David Benoit,27.0,UTA,3.9,0.096,1995-96,Benoit,David,219
David Benoit,29.0,TOT,1.6,0.067,1997-98,Benoit,David,219
David Benoit,29.0,NJN,1.1,0.067,1997-98,Benoit,David,219
David Benoit,29.0,ORL,0.5,0.068,1997-98,Benoit,David,219
David Benoit,32.0,UTA,0.7,0.08,2000-01,Benoit,David,219
Keith Benson,23.0,GSW,0.0,-0.005,2011-12,Benson,Keith,220
Kent Benson,26.0,DET,3.1,0.075,1980-81,Benson,Kent,221
Kent Benson,27.0,DET,5.2,0.10099999999999999,1981-82,Benson,Kent,221
Kent Benson,28.0,DET,1.1,0.092,1982-83,Benson,Kent,221
Kent Benson,29.0,DET,4.7,0.131,1983-84,Benson,Kent,221
Kent Benson,30.0,DET,3.3,0.113,1984-85,Benson,Kent,221
Kent Benson,31.0,DET,3.2,0.11599999999999999,1985-86,Benson,Kent,221
Kent Benson,32.0,UTA,1.7,0.08900000000000001,1986-87,Benson,Kent,221
Kent Benson,33.0,CLE,0.0,0.015,1987-88,Benson,Kent,221
Ben Bentil,21.0,DAL,-0.1,-0.473,2016-17,Bentil,Ben,222
Ricky Berry,24.0,SAC,2.4,0.083,1988-89,Berry,Ricky,223
Walter Berry,22.0,TOT,2.3,0.071,1986-87,Berry,Walter,224
Walter Berry,22.0,POR,0.2,0.39899999999999997,1986-87,Berry,Walter,224
Walter Berry,22.0,SAS,2.2,0.067,1986-87,Berry,Walter,224
Walter Berry,23.0,SAS,3.4,0.086,1987-88,Berry,Walter,224
Walter Berry,24.0,TOT,2.4,0.085,1988-89,Berry,Walter,224
Walter Berry,24.0,NJN,0.3,0.027000000000000003,1988-89,Berry,Walter,224
Walter Berry,24.0,HOU,2.1,0.125,1988-89,Berry,Walter,224
Davis Bertans,24.0,SAS,2.3,0.135,2016-17,Bertans,Davis,226
Travis Best,23.0,IND,0.7,0.057,1995-96,Best,Travis,227
Travis Best,24.0,IND,4.1,0.096,1996-97,Best,Travis,227
Travis Best,25.0,IND,3.3,0.10300000000000001,1997-98,Best,Travis,227
Travis Best,26.0,IND,2.1,0.09699999999999999,1998-99,Best,Travis,227
Travis Best,27.0,IND,5.1,0.145,1999-00,Best,Travis,227
Travis Best,28.0,IND,7.2,0.14,2000-01,Best,Travis,227
Travis Best,29.0,TOT,3.4,0.09300000000000001,2001-02,Best,Travis,227
Travis Best,29.0,IND,2.0,0.099,2001-02,Best,Travis,227
Travis Best,29.0,CHI,1.4,0.085,2001-02,Best,Travis,227
Travis Best,30.0,MIA,1.8,0.048,2002-03,Best,Travis,227
Travis Best,31.0,DAL,0.7,0.044000000000000004,2003-04,Best,Travis,227
Travis Best,32.0,NJN,2.5,0.084,2004-05,Best,Travis,227
Patrick Beverley,24.0,HOU,2.2,0.14800000000000002,2012-13,Beverley,Patrick,228
Patrick Beverley,25.0,HOU,4.2,0.11599999999999999,2013-14,Beverley,Patrick,228
Patrick Beverley,26.0,HOU,3.5,0.096,2014-15,Beverley,Patrick,228
Patrick Beverley,27.0,HOU,4.4,0.102,2015-16,Beverley,Patrick,228
Patrick Beverley,28.0,HOU,5.3,0.124,2016-17,Beverley,Patrick,228
Sim Bhullar,22.0,SAC,0.0,0.389,2014-15,Bhullar,Sim,231
Henry Bibby,31.0,SDC,1.0,0.043,1980-81,Bibby,Henry,232
Mike Bibby,20.0,VAN,1.3,0.035,1998-99,Bibby,Mike,233
Mike Bibby,21.0,VAN,5.6,0.086,1999-00,Bibby,Mike,233
Mike Bibby,22.0,VAN,5.3,0.081,2000-01,Bibby,Mike,233
Mike Bibby,23.0,SAC,6.3,0.113,2001-02,Bibby,Mike,233
Mike Bibby,24.0,SAC,5.6,0.146,2002-03,Bibby,Mike,233
Mike Bibby,25.0,SAC,9.3,0.151,2003-04,Bibby,Mike,233
Mike Bibby,26.0,SAC,8.5,0.133,2004-05,Bibby,Mike,233
Mike Bibby,27.0,SAC,8.4,0.127,2005-06,Bibby,Mike,233
Mike Bibby,28.0,SAC,4.4,0.076,2006-07,Bibby,Mike,233
Mike Bibby,29.0,TOT,2.1,0.063,2007-08,Bibby,Mike,233
Mike Bibby,29.0,SAC,0.3,0.035,2007-08,Bibby,Mike,233
Mike Bibby,29.0,ATL,1.7,0.076,2007-08,Bibby,Mike,233
Mike Bibby,30.0,ATL,6.9,0.121,2008-09,Bibby,Mike,233
Mike Bibby,31.0,ATL,4.8,0.10400000000000001,2009-10,Bibby,Mike,233
Mike Bibby,32.0,TOT,4.0,0.085,2010-11,Bibby,Mike,233
Mike Bibby,32.0,ATL,3.1,0.08900000000000001,2010-11,Bibby,Mike,233
Mike Bibby,32.0,WAS,-0.1,-0.161,2010-11,Bibby,Mike,233
Mike Bibby,32.0,MIA,1.0,0.084,2010-11,Bibby,Mike,233
Mike Bibby,33.0,NYK,0.7,0.061,2011-12,Bibby,Mike,233
Andris Biedrins,18.0,GSW,1.2,0.154,2004-05,Biedrins,Andris,234
Andris Biedrins,19.0,GSW,2.9,0.13699999999999998,2005-06,Biedrins,Andris,234
Andris Biedrins,20.0,GSW,6.7,0.136,2006-07,Biedrins,Andris,234
Andris Biedrins,21.0,GSW,8.0,0.185,2007-08,Biedrins,Andris,234
Andris Biedrins,22.0,GSW,5.4,0.139,2008-09,Biedrins,Andris,234
Andris Biedrins,23.0,GSW,1.6,0.10099999999999999,2009-10,Biedrins,Andris,234
Andris Biedrins,24.0,GSW,2.6,0.08800000000000001,2010-11,Biedrins,Andris,234
Andris Biedrins,25.0,GSW,1.3,0.085,2011-12,Biedrins,Andris,234
Andris Biedrins,26.0,GSW,1.1,0.102,2012-13,Biedrins,Andris,234
Andris Biedrins,27.0,UTA,0.0,-0.033,2013-14,Biedrins,Andris,234
Chauncey Billups,21.0,TOT,3.0,0.065,1997-98,Billups,Chauncey,235
Chauncey Billups,21.0,BOS,2.6,0.096,1997-98,Billups,Chauncey,235
Chauncey Billups,21.0,TOR,0.4,0.02,1997-98,Billups,Chauncey,235
Chauncey Billups,22.0,DEN,2.3,0.075,1998-99,Billups,Chauncey,235
Chauncey Billups,23.0,DEN,0.1,0.023,1999-00,Billups,Chauncey,235
Chauncey Billups,24.0,MIN,3.7,0.098,2000-01,Billups,Chauncey,235
Chauncey Billups,25.0,MIN,7.6,0.156,2001-02,Billups,Chauncey,235
Chauncey Billups,26.0,DET,9.9,0.204,2002-03,Billups,Chauncey,235
Chauncey Billups,27.0,DET,11.3,0.198,2003-04,Billups,Chauncey,235
Chauncey Billups,28.0,DET,12.1,0.20199999999999999,2004-05,Billups,Chauncey,235
Chauncey Billups,29.0,DET,15.5,0.254,2005-06,Billups,Chauncey,235
Chauncey Billups,30.0,DET,11.4,0.21600000000000003,2006-07,Billups,Chauncey,235
Chauncey Billups,31.0,DET,13.5,0.257,2007-08,Billups,Chauncey,235
Chauncey Billups,32.0,TOT,10.1,0.174,2008-09,Billups,Chauncey,235
Chauncey Billups,32.0,DET,0.2,0.124,2008-09,Billups,Chauncey,235
Chauncey Billups,32.0,DEN,9.9,0.17600000000000002,2008-09,Billups,Chauncey,235
Chauncey Billups,33.0,DEN,9.5,0.182,2009-10,Billups,Chauncey,235
Chauncey Billups,34.0,TOT,8.0,0.166,2010-11,Billups,Chauncey,235
Chauncey Billups,34.0,DEN,5.8,0.171,2010-11,Billups,Chauncey,235
Chauncey Billups,34.0,NYK,2.1,0.155,2010-11,Billups,Chauncey,235
Chauncey Billups,35.0,LAC,1.7,0.135,2011-12,Billups,Chauncey,235
Chauncey Billups,36.0,LAC,1.3,0.146,2012-13,Billups,Chauncey,235
Chauncey Billups,37.0,DET,-0.3,-0.042,2013-14,Billups,Chauncey,235
Joe Binion,25.0,POR,0.1,0.092,1986-87,Binion,Joe,236
Larry Bird,24.0,BOS,10.8,0.16,1980-81,Bird,Larry,239
Larry Bird,25.0,BOS,12.5,0.205,1981-82,Bird,Larry,239
Larry Bird,26.0,BOS,14.0,0.225,1982-83,Bird,Larry,239
Larry Bird,27.0,BOS,13.6,0.215,1983-84,Bird,Larry,239
Larry Bird,28.0,BOS,15.7,0.23800000000000002,1984-85,Bird,Larry,239
Larry Bird,29.0,BOS,15.8,0.244,1985-86,Bird,Larry,239
Larry Bird,30.0,BOS,15.2,0.243,1986-87,Bird,Larry,239
Larry Bird,31.0,BOS,15.0,0.243,1987-88,Bird,Larry,239
Larry Bird,32.0,BOS,0.5,0.129,1988-89,Bird,Larry,239
Larry Bird,33.0,BOS,9.5,0.154,1989-90,Bird,Larry,239
Larry Bird,34.0,BOS,6.6,0.14,1990-91,Bird,Larry,239
Larry Bird,35.0,BOS,5.5,0.159,1991-92,Bird,Larry,239
Otis Birdsong,25.0,KCK,8.2,0.152,1980-81,Birdsong,Otis,240
Otis Birdsong,26.0,NJN,1.6,0.07400000000000001,1981-82,Birdsong,Otis,240
Otis Birdsong,27.0,NJN,5.2,0.132,1982-83,Birdsong,Otis,240
Otis Birdsong,28.0,NJN,4.5,0.1,1983-84,Birdsong,Otis,240
Otis Birdsong,29.0,NJN,4.2,0.109,1984-85,Birdsong,Otis,240
Otis Birdsong,30.0,NJN,3.2,0.064,1985-86,Birdsong,Otis,240
Otis Birdsong,31.0,NJN,0.0,-0.001,1986-87,Birdsong,Otis,240
Otis Birdsong,32.0,NJN,-0.1,-0.003,1987-88,Birdsong,Otis,240
Otis Birdsong,33.0,BOS,-0.1,-0.051,1988-89,Birdsong,Otis,240
Bismack Biyombo,19.0,CHA,0.6,0.019,2011-12,Biyombo,Bismack,242
Bismack Biyombo,20.0,CHA,1.4,0.031,2012-13,Biyombo,Bismack,242
Bismack Biyombo,21.0,CHA,3.2,0.14400000000000002,2013-14,Biyombo,Bismack,242
Bismack Biyombo,22.0,CHO,4.0,0.156,2014-15,Biyombo,Bismack,242
Bismack Biyombo,23.0,TOR,5.9,0.156,2015-16,Biyombo,Bismack,242
Bismack Biyombo,24.0,ORL,2.9,0.077,2016-17,Biyombo,Bismack,242
Nemanja Bjelica,27.0,MIN,1.9,0.087,2015-16,Bjelica,Nemanja,243
Nemanja Bjelica,28.0,MIN,1.5,0.059000000000000004,2016-17,Bjelica,Nemanja,243
Uwe Blab,23.0,DAL,0.1,0.01,1985-86,Blab,Uwe,244
Uwe Blab,24.0,DAL,-0.1,-0.027000000000000003,1986-87,Blab,Uwe,244
Uwe Blab,25.0,DAL,0.5,0.036000000000000004,1987-88,Blab,Uwe,244
Uwe Blab,26.0,DAL,0.3,0.069,1988-89,Blab,Uwe,244
Uwe Blab,27.0,TOT,-0.4,-0.039,1989-90,Blab,Uwe,244
Uwe Blab,27.0,GSW,-0.4,-0.040999999999999995,1989-90,Blab,Uwe,244
Uwe Blab,27.0,SAS,0.0,-0.022000000000000002,1989-90,Blab,Uwe,244
Norman Black,23.0,DET,-0.1,-0.133,1980-81,Black,Norman,245
Tarik Black,23.0,TOT,3.1,0.124,2014-15,Black,Tarik,246
Tarik Black,23.0,HOU,0.9,0.113,2014-15,Black,Tarik,246
Tarik Black,23.0,LAL,2.2,0.129,2014-15,Black,Tarik,246
Tarik Black,24.0,LAL,0.7,0.07200000000000001,2015-16,Black,Tarik,246
Tarik Black,25.0,LAL,2.4,0.105,2016-17,Black,Tarik,246
Rolando Blackman,22.0,DAL,4.1,0.098,1981-82,Blackman,Rolando,247
Rolando Blackman,23.0,DAL,5.7,0.11599999999999999,1982-83,Blackman,Rolando,247
Rolando Blackman,24.0,DAL,9.8,0.155,1983-84,Blackman,Rolando,247
Rolando Blackman,25.0,DAL,7.3,0.12300000000000001,1984-85,Blackman,Rolando,247
Rolando Blackman,26.0,DAL,7.0,0.121,1985-86,Blackman,Rolando,247
Rolando Blackman,27.0,DAL,8.0,0.14,1986-87,Blackman,Rolando,247
Rolando Blackman,28.0,DAL,6.8,0.126,1987-88,Blackman,Rolando,247
Rolando Blackman,29.0,DAL,5.7,0.092,1988-89,Blackman,Rolando,247
Rolando Blackman,30.0,DAL,6.8,0.111,1989-90,Blackman,Rolando,247
Rolando Blackman,31.0,DAL,5.5,0.08900000000000001,1990-91,Blackman,Rolando,247
Rolando Blackman,32.0,DAL,3.8,0.07200000000000001,1991-92,Blackman,Rolando,247
Rolando Blackman,33.0,NYK,2.9,0.09699999999999999,1992-93,Blackman,Rolando,247
Rolando Blackman,34.0,NYK,2.4,0.11800000000000001,1993-94,Blackman,Rolando,247
Alex Blackwell,22.0,LAL,0.0,-0.016,1992-93,Blackwell,Alex,248
Cory Blackwell,21.0,SEA,-0.9,-0.081,1984-85,Blackwell,Cory,249
James Blackwell,26.0,TOT,0.2,0.091,1994-95,Blackwell,James,250
James Blackwell,26.0,CHH,0.0,0.10400000000000001,1994-95,Blackwell,James,250
James Blackwell,26.0,BOS,0.1,0.087,1994-95,Blackwell,James,250
Nate Blackwell,22.0,SAS,-0.1,-0.045,1987-88,Blackwell,Nate,251
DeJuan Blair,20.0,SAS,4.6,0.147,2009-10,Blair,DeJuan,252
DeJuan Blair,21.0,SAS,4.8,0.132,2010-11,Blair,DeJuan,252
DeJuan Blair,22.0,SAS,4.0,0.142,2011-12,Blair,DeJuan,252
DeJuan Blair,23.0,SAS,2.2,0.126,2012-13,Blair,DeJuan,252
DeJuan Blair,24.0,DAL,3.4,0.133,2013-14,Blair,DeJuan,252
DeJuan Blair,25.0,WAS,0.1,0.033,2014-15,Blair,DeJuan,252
DeJuan Blair,26.0,WAS,-0.1,-0.015,2015-16,Blair,DeJuan,252
Steve Blake,23.0,WAS,0.7,0.026000000000000002,2003-04,Blake,Steve,253
Steve Blake,24.0,WAS,0.3,0.02,2004-05,Blake,Steve,253
Steve Blake,25.0,POR,2.8,0.076,2005-06,Blake,Steve,253
Steve Blake,26.0,TOT,2.1,0.045,2006-07,Blake,Steve,253
Steve Blake,26.0,MIL,-0.1,-0.008,2006-07,Blake,Steve,253
Steve Blake,26.0,DEN,2.2,0.064,2006-07,Blake,Steve,253
Steve Blake,27.0,POR,3.8,0.075,2007-08,Blake,Steve,253
Steve Blake,28.0,POR,5.8,0.128,2008-09,Blake,Steve,253
Steve Blake,29.0,TOT,3.3,0.07400000000000001,2009-10,Blake,Steve,253
Steve Blake,29.0,POR,2.4,0.08199999999999999,2009-10,Blake,Steve,253
Steve Blake,29.0,LAC,0.9,0.057999999999999996,2009-10,Blake,Steve,253
Steve Blake,30.0,LAL,1.8,0.055,2010-11,Blake,Steve,253
Steve Blake,31.0,LAL,1.0,0.04,2011-12,Blake,Steve,253
Steve Blake,32.0,LAL,2.4,0.09699999999999999,2012-13,Blake,Steve,253
Steve Blake,33.0,TOT,1.8,0.057999999999999996,2013-14,Blake,Steve,253
Steve Blake,33.0,LAL,0.8,0.040999999999999995,2013-14,Blake,Steve,253
Steve Blake,33.0,GSW,1.1,0.084,2013-14,Blake,Steve,253
Steve Blake,34.0,POR,2.1,0.066,2014-15,Blake,Steve,253
Steve Blake,35.0,DET,1.1,0.053,2015-16,Blake,Steve,253
Will Blalock,23.0,DET,-0.1,-0.032,2006-07,Blalock,Will,255
Lance Blanks,24.0,DET,0.1,0.027000000000000003,1990-91,Blanks,Lance,256
Lance Blanks,25.0,DET,0.4,0.096,1991-92,Blanks,Lance,256
Lance Blanks,26.0,MIN,0.2,0.013000000000000001,1992-93,Blanks,Lance,256
Ricky Blanton,26.0,CHI,0.0,0.08800000000000001,1992-93,Blanton,Ricky,257
Andray Blatche,19.0,WAS,0.1,0.026000000000000002,2005-06,Blatche,Andray,258
Andray Blatche,20.0,WAS,0.5,0.033,2006-07,Blatche,Andray,258
Andray Blatche,21.0,WAS,3.0,0.085,2007-08,Blatche,Andray,258
Andray Blatche,22.0,WAS,1.4,0.039,2008-09,Blatche,Andray,258
Andray Blatche,23.0,WAS,3.4,0.073,2009-10,Blatche,Andray,258
Andray Blatche,24.0,WAS,2.4,0.053,2010-11,Blatche,Andray,258
Andray Blatche,25.0,WAS,-0.1,-0.011000000000000001,2011-12,Blatche,Andray,258
Andray Blatche,26.0,BRK,4.9,0.153,2012-13,Blatche,Andray,258
Andray Blatche,27.0,BRK,3.7,0.109,2013-14,Blatche,Andray,258
Mookie Blaylock,22.0,NJN,-0.3,-0.011000000000000001,1989-90,Blaylock,Mookie,259
Mookie Blaylock,23.0,NJN,2.1,0.04,1990-91,Blaylock,Mookie,259
Mookie Blaylock,24.0,NJN,4.9,0.092,1991-92,Blaylock,Mookie,259
Mookie Blaylock,25.0,ATL,7.0,0.11900000000000001,1992-93,Blaylock,Mookie,259
Mookie Blaylock,26.0,ATL,10.2,0.168,1993-94,Blaylock,Mookie,259
Mookie Blaylock,27.0,ATL,9.4,0.147,1994-95,Blaylock,Mookie,259
Mookie Blaylock,28.0,ATL,9.0,0.149,1995-96,Blaylock,Mookie,259
Mookie Blaylock,29.0,ATL,12.5,0.19699999999999998,1996-97,Blaylock,Mookie,259
Mookie Blaylock,30.0,ATL,5.6,0.099,1997-98,Blaylock,Mookie,259
Mookie Blaylock,31.0,ATL,4.7,0.127,1998-99,Blaylock,Mookie,259
Mookie Blaylock,32.0,GSW,3.3,0.065,1999-00,Blaylock,Mookie,259
Mookie Blaylock,33.0,GSW,3.5,0.071,2000-01,Blaylock,Mookie,259
Mookie Blaylock,34.0,GSW,-0.1,-0.004,2001-02,Blaylock,Mookie,259
Eric Bledsoe,21.0,LAC,0.3,0.008,2010-11,Bledsoe,Eric,260
Eric Bledsoe,22.0,LAC,0.2,0.022000000000000002,2011-12,Bledsoe,Eric,260
Eric Bledsoe,23.0,LAC,3.7,0.115,2012-13,Bledsoe,Eric,260
Eric Bledsoe,24.0,PHO,4.1,0.14,2013-14,Bledsoe,Eric,260
Eric Bledsoe,25.0,PHO,7.0,0.11900000000000001,2014-15,Bledsoe,Eric,260
Eric Bledsoe,26.0,PHO,2.5,0.11599999999999999,2015-16,Bledsoe,Eric,260
Eric Bledsoe,27.0,PHO,5.4,0.11900000000000001,2016-17,Bledsoe,Eric,260
Corie Blount,25.0,CHI,1.2,0.085,1993-94,Blount,Corie,263
Corie Blount,26.0,CHI,1.7,0.094,1994-95,Blount,Corie,263
Corie Blount,27.0,LAL,0.9,0.063,1995-96,Blount,Corie,263
Corie Blount,28.0,LAL,2.5,0.11699999999999999,1996-97,Blount,Corie,263
Corie Blount,29.0,LAL,2.6,0.12,1997-98,Blount,Corie,263
Corie Blount,30.0,TOT,0.7,0.059000000000000004,1998-99,Blount,Corie,263
Corie Blount,30.0,LAL,0.2,0.05,1998-99,Blount,Corie,263
Corie Blount,30.0,CLE,0.5,0.064,1998-99,Blount,Corie,263
Corie Blount,31.0,PHO,0.8,0.09,1999-00,Blount,Corie,263
Corie Blount,32.0,TOT,1.8,0.065,2000-01,Blount,Corie,263
Corie Blount,32.0,PHO,0.6,0.077,2000-01,Blount,Corie,263
Corie Blount,32.0,GSW,1.1,0.06,2000-01,Blount,Corie,263
Corie Blount,33.0,PHI,3.1,0.10400000000000001,2001-02,Blount,Corie,263
Corie Blount,34.0,CHI,1.1,0.064,2002-03,Blount,Corie,263
Corie Blount,35.0,TOT,1.9,0.085,2003-04,Blount,Corie,263
Corie Blount,35.0,CHI,1.4,0.091,2003-04,Blount,Corie,263
Corie Blount,35.0,TOR,0.4,0.069,2003-04,Blount,Corie,263
Mark Blount,25.0,BOS,1.9,0.084,2000-01,Blount,Mark,264
Mark Blount,26.0,BOS,0.7,0.081,2001-02,Blount,Mark,264
Mark Blount,27.0,TOT,1.7,0.059000000000000004,2002-03,Blount,Mark,264
Mark Blount,27.0,DEN,0.4,0.02,2002-03,Blount,Mark,264
Mark Blount,27.0,BOS,1.4,0.126,2002-03,Blount,Mark,264
Mark Blount,28.0,BOS,6.5,0.131,2003-04,Blount,Mark,264
Mark Blount,29.0,BOS,2.8,0.063,2004-05,Blount,Mark,264
Mark Blount,30.0,TOT,1.7,0.037000000000000005,2005-06,Blount,Mark,264
Mark Blount,30.0,BOS,0.2,0.01,2005-06,Blount,Mark,264
Mark Blount,30.0,MIN,1.5,0.063,2005-06,Blount,Mark,264
Mark Blount,31.0,MIN,2.8,0.052000000000000005,2006-07,Blount,Mark,264
Mark Blount,32.0,MIA,0.7,0.021,2007-08,Blount,Mark,264
Mark Blount,33.0,MIA,-0.1,-0.024,2008-09,Blount,Mark,264
Vander Blue,21.0,BOS,-0.1,-0.214,2013-14,Blue,Vander,265
Vander Blue,22.0,LAL,-0.2,-0.156,2014-15,Blue,Vander,265
Ray Blume,23.0,CHI,-0.1,-0.013000000000000001,1981-82,Blume,Ray,266
Tony Bobbitt,25.0,LAL,0.0,0.059000000000000004,2004-05,Bobbitt,Tony,267
Keith Bogans,23.0,ORL,1.3,0.034,2003-04,Bogans,Keith,268
Keith Bogans,24.0,CHA,0.1,0.002,2004-05,Bogans,Keith,268
Keith Bogans,25.0,TOT,2.3,0.057999999999999996,2005-06,Bogans,Keith,268
Keith Bogans,25.0,CHA,1.2,0.066,2005-06,Bogans,Keith,268
Keith Bogans,25.0,HOU,1.2,0.053,2005-06,Bogans,Keith,268
Keith Bogans,26.0,ORL,1.7,0.08,2006-07,Bogans,Keith,268
Keith Bogans,27.0,ORL,4.9,0.106,2007-08,Bogans,Keith,268
Keith Bogans,28.0,TOT,2.5,0.096,2008-09,Bogans,Keith,268
Keith Bogans,28.0,ORL,1.5,0.09300000000000001,2008-09,Bogans,Keith,268
Keith Bogans,28.0,MIL,1.0,0.10099999999999999,2008-09,Bogans,Keith,268
Keith Bogans,29.0,SAS,2.6,0.081,2009-10,Bogans,Keith,268
Keith Bogans,30.0,CHI,3.6,0.11800000000000001,2010-11,Bogans,Keith,268
Keith Bogans,31.0,NJN,0.0,-0.005,2011-12,Bogans,Keith,268
Keith Bogans,32.0,BRK,1.4,0.047,2012-13,Bogans,Keith,268
Keith Bogans,33.0,BOS,0.1,0.121,2013-14,Bogans,Keith,268
Bojan Bogdanovic,25.0,BRK,2.4,0.062,2014-15,Bogdanovic,Bojan,270
Bojan Bogdanovic,26.0,BRK,0.9,0.021,2015-16,Bogdanovic,Bojan,270
Bojan Bogdanovic,27.0,TOT,2.9,0.067,2016-17,Bogdanovic,Bojan,270
Bojan Bogdanovic,27.0,BRK,1.6,0.053,2016-17,Bogdanovic,Bojan,270
Bojan Bogdanovic,27.0,WAS,1.3,0.102,2016-17,Bogdanovic,Bojan,270
Muggsy Bogues,23.0,WSB,2.3,0.066,1987-88,Bogues,Muggsy,271
Muggsy Bogues,24.0,CHH,2.6,0.07,1988-89,Bogues,Muggsy,271
Muggsy Bogues,25.0,CHH,6.7,0.11699999999999999,1989-90,Bogues,Muggsy,271
Muggsy Bogues,26.0,CHH,4.8,0.1,1990-91,Bogues,Muggsy,271
Muggsy Bogues,27.0,CHH,4.8,0.08199999999999999,1991-92,Bogues,Muggsy,271
Muggsy Bogues,28.0,CHH,5.9,0.1,1992-93,Bogues,Muggsy,271
Muggsy Bogues,29.0,CHH,6.4,0.11199999999999999,1993-94,Bogues,Muggsy,271
Muggsy Bogues,30.0,CHH,8.6,0.157,1994-95,Bogues,Muggsy,271
Muggsy Bogues,31.0,CHH,0.0,0.02,1995-96,Bogues,Muggsy,271
Muggsy Bogues,32.0,CHH,5.0,0.127,1996-97,Bogues,Muggsy,271
Muggsy Bogues,33.0,TOT,1.7,0.053,1997-98,Bogues,Muggsy,271
Muggsy Bogues,33.0,CHH,0.1,0.193,1997-98,Bogues,Muggsy,271
Muggsy Bogues,33.0,GSW,1.7,0.051,1997-98,Bogues,Muggsy,271
Muggsy Bogues,34.0,GSW,1.7,0.11699999999999999,1998-99,Bogues,Muggsy,271
Muggsy Bogues,35.0,TOR,3.7,0.102,1999-00,Bogues,Muggsy,271
Muggsy Bogues,36.0,TOR,-0.1,-0.128,2000-01,Bogues,Muggsy,271
Andrew Bogut,21.0,MIL,5.5,0.113,2005-06,Bogut,Andrew,272
Andrew Bogut,22.0,MIL,4.0,0.085,2006-07,Bogut,Andrew,272
Andrew Bogut,23.0,MIL,4.8,0.085,2007-08,Bogut,Andrew,272
Andrew Bogut,24.0,MIL,2.6,0.11199999999999999,2008-09,Bogut,Andrew,272
Andrew Bogut,25.0,MIL,7.5,0.161,2009-10,Bogut,Andrew,272
Andrew Bogut,26.0,MIL,5.4,0.11199999999999999,2010-11,Bogut,Andrew,272
Andrew Bogut,27.0,MIL,0.5,0.062,2011-12,Bogut,Andrew,272
Andrew Bogut,28.0,GSW,1.7,0.106,2012-13,Bogut,Andrew,272
Andrew Bogut,29.0,GSW,6.5,0.17600000000000002,2013-14,Bogut,Andrew,272
Andrew Bogut,30.0,GSW,5.2,0.159,2014-15,Bogut,Andrew,272
Andrew Bogut,31.0,GSW,5.4,0.18,2015-16,Bogut,Andrew,272
Andrew Bogut,32.0,TOT,0.7,0.055,2016-17,Bogut,Andrew,272
Andrew Bogut,32.0,DAL,0.7,0.055,2016-17,Bogut,Andrew,272
Andrew Bogut,32.0,CLE,0.0,0.02,2016-17,Bogut,Andrew,272
Etdrick Bohannon,24.0,IND,-0.1,-0.52,1997-98,Bohannon,Etdrick,273
Etdrick Bohannon,25.0,WAS,0.0,-0.017,1998-99,Bohannon,Etdrick,273
Etdrick Bohannon,26.0,TOT,0.1,0.059000000000000004,1999-00,Bohannon,Etdrick,273
Etdrick Bohannon,26.0,NYK,0.0,-0.049,1999-00,Bohannon,Etdrick,273
Etdrick Bohannon,26.0,LAC,0.2,0.064,1999-00,Bohannon,Etdrick,273
Etdrick Bohannon,27.0,CLE,0.1,0.276,2000-01,Bohannon,Etdrick,273
Manute Bol,23.0,WSB,3.9,0.08900000000000001,1985-86,Bol,Manute,275
Manute Bol,24.0,WSB,2.4,0.07400000000000001,1986-87,Bol,Manute,275
Manute Bol,25.0,WSB,2.0,0.085,1987-88,Bol,Manute,275
Manute Bol,26.0,GSW,1.7,0.046,1988-89,Bol,Manute,275
Manute Bol,27.0,GSW,0.0,0.001,1989-90,Bol,Manute,275
Manute Bol,28.0,PHI,1.3,0.042,1990-91,Bol,Manute,275
