PlayerID,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Draft Year,WS,WS/48
1,Alaa Abdelnaby,1990-91,22.0,POR,NBA,PF,43.0,0.0,6.7,1.3,2.7,0.474,0.0,0.0,,1.3,2.7,0.474,0.474,0.6,1.0,0.568,0.6,1.4,2.1,0.3,0.1,0.3,0.5,0.9,3.1,1990,0.5,0.079
1,Alaa Abdelnaby,1991-92,23.0,POR,NBA,PF,71.0,1.0,13.2,2.5,5.1,0.493,0.0,0.0,,2.5,5.1,0.493,0.493,1.1,1.4,0.752,1.1,2.5,3.7,0.4,0.4,0.2,0.9,1.9,6.1,1990,2.1,0.11
1,Alaa Abdelnaby,1992-93,24.0,TOT,NBA,PF,75.0,52.0,17.5,3.3,6.3,0.518,0.0,0.0,0.0,3.3,6.3,0.519,0.518,1.2,1.5,0.759,1.7,2.8,4.5,0.4,0.3,0.3,1.3,2.5,7.7,1990,2.0,0.07400000000000001
1,Alaa Abdelnaby,1993-94,25.0,BOS,NBA,PF,13.0,0.0,12.2,1.8,4.2,0.436,0.0,0.0,,1.8,4.2,0.436,0.436,1.2,1.9,0.64,0.9,2.6,3.5,0.2,0.2,0.2,1.3,1.5,4.9,1990,-0.1,-0.032
1,Alaa Abdelnaby,1994-95,26.0,TOT,NBA,PF,54.0,0.0,9.4,2.2,4.3,0.511,0.0,0.0,0.0,2.2,4.2,0.515,0.511,0.4,0.6,0.5710000000000001,0.7,1.4,2.1,0.2,0.3,0.2,0.8,1.9,4.7,1990,0.3,0.027000000000000003
2,Kareem Abdul-Jabbar,1980-81,33.0,LAL,NBA,C,80.0,,37.2,10.5,18.2,0.574,0.0,0.0,0.0,10.5,18.2,0.574,0.574,5.3,6.9,0.7659999999999999,2.5,7.8,10.3,3.4,0.7,2.9,3.1,3.1,26.2,1969,14.3,0.23
2,Kareem Abdul-Jabbar,1981-82,34.0,LAL,NBA,C,76.0,76.0,35.2,9.9,17.1,0.579,0.0,0.0,0.0,9.9,17.1,0.58,0.579,4.1,5.8,0.706,2.3,6.4,8.7,3.0,0.8,2.7,3.0,2.9,23.9,1969,10.7,0.192
2,Kareem Abdul-Jabbar,1982-83,35.0,LAL,NBA,C,79.0,79.0,32.3,9.1,15.5,0.588,0.0,0.0,0.0,9.1,15.5,0.589,0.588,3.5,4.7,0.7490000000000001,2.1,5.4,7.5,2.5,0.8,2.2,2.5,2.8,21.8,1969,10.9,0.205
2,Kareem Abdul-Jabbar,1983-84,36.0,LAL,NBA,C,80.0,80.0,32.8,9.0,15.5,0.578,0.0,0.0,0.0,9.0,15.5,0.579,0.578,3.6,4.9,0.723,2.1,5.2,7.3,2.6,0.7,1.8,2.8,2.6,21.5,1969,8.9,0.163
2,Kareem Abdul-Jabbar,1984-85,37.0,LAL,NBA,C,79.0,79.0,33.3,9.2,15.3,0.599,0.0,0.0,0.0,9.2,15.3,0.6,0.599,3.7,5.0,0.732,2.1,5.8,7.9,3.2,0.8,2.1,2.5,3.0,22.0,1969,11.2,0.204
2,Kareem Abdul-Jabbar,1985-86,38.0,LAL,NBA,C,79.0,79.0,33.3,9.6,16.9,0.564,0.0,0.0,0.0,9.6,16.9,0.565,0.564,4.3,5.6,0.765,1.7,4.4,6.1,3.5,0.8,1.6,2.6,3.1,23.4,1969,10.8,0.19699999999999998
2,Kareem Abdul-Jabbar,1986-87,39.0,LAL,NBA,C,78.0,78.0,31.3,7.2,12.7,0.564,0.0,0.0,0.33299999999999996,7.2,12.7,0.565,0.564,3.1,4.4,0.7140000000000001,1.9,4.8,6.7,2.6,0.6,1.2,2.4,3.1,17.5,1969,7.5,0.14800000000000002
2,Kareem Abdul-Jabbar,1987-88,40.0,LAL,NBA,C,80.0,80.0,28.9,6.0,11.3,0.532,0.0,0.0,0.0,6.0,11.3,0.532,0.532,2.6,3.4,0.762,1.5,4.5,6.0,1.7,0.6,1.2,2.0,2.7,14.6,1969,5.3,0.111
2,Kareem Abdul-Jabbar,1988-89,41.0,LAL,NBA,C,74.0,74.0,22.9,4.2,8.9,0.475,0.0,0.0,0.0,4.2,8.9,0.47700000000000004,0.475,1.6,2.2,0.7390000000000001,1.4,3.1,4.5,1.0,0.5,1.1,1.3,2.6,10.1,1969,2.9,0.08199999999999999
3,Mahmoud Abdul-Rauf,1990-91,21.0,DEN,NBA,PG,67.0,19.0,22.5,6.2,15.1,0.413,0.4,1.5,0.24,5.9,13.6,0.43200000000000005,0.425,1.3,1.5,0.857,0.5,1.3,1.8,3.1,0.8,0.1,1.6,2.2,14.1,1990,-1.0,-0.031
3,Mahmoud Abdul-Rauf,1991-92,22.0,DEN,NBA,PG,81.0,11.0,19.0,4.4,10.4,0.42100000000000004,0.4,1.2,0.33,4.0,9.3,0.433,0.44,1.2,1.3,0.87,0.3,1.1,1.4,2.4,0.5,0.0,1.4,1.6,10.3,1990,0.6,0.018000000000000002
3,Mahmoud Abdul-Rauf,1992-93,23.0,DEN,NBA,PG,81.0,81.0,33.5,7.8,17.4,0.45,0.9,2.4,0.355,7.0,14.9,0.465,0.475,2.7,2.9,0.935,0.6,2.1,2.8,4.2,1.0,0.1,2.3,2.2,19.2,1990,5.1,0.091
3,Mahmoud Abdul-Rauf,1993-94,24.0,DEN,NBA,PG,80.0,78.0,32.7,7.4,16.0,0.46,0.5,1.7,0.316,6.8,14.3,0.47600000000000003,0.47600000000000003,2.7,2.9,0.956,0.3,1.8,2.1,4.5,1.0,0.1,1.9,1.9,18.0,1990,6.8,0.125
3,Mahmoud Abdul-Rauf,1994-95,25.0,DEN,NBA,PG,73.0,43.0,28.5,6.5,13.8,0.47,1.1,2.9,0.386,5.3,10.8,0.49200000000000005,0.511,1.9,2.1,0.885,0.4,1.4,1.9,3.6,1.1,0.1,1.6,1.7,16.0,1990,5.0,0.115
3,Mahmoud Abdul-Rauf,1995-96,26.0,DEN,NBA,PG,57.0,53.0,35.6,7.3,16.8,0.434,2.1,5.4,0.392,5.1,11.3,0.45399999999999996,0.49700000000000005,2.6,2.8,0.93,0.5,2.0,2.4,6.8,1.1,0.1,2.0,2.1,19.2,1990,5.5,0.131
3,Mahmoud Abdul-Rauf,1996-97,27.0,SAC,NBA,PG,75.0,51.0,28.4,5.5,12.3,0.445,1.3,3.3,0.382,4.2,9.0,0.46799999999999997,0.496,1.5,1.8,0.846,0.2,1.4,1.6,2.5,0.7,0.1,1.6,2.3,13.7,1990,2.7,0.06
3,Mahmoud Abdul-Rauf,1997-98,28.0,SAC,NBA,PG,31.0,0.0,17.1,3.3,8.8,0.377,0.2,1.0,0.161,3.2,7.8,0.405,0.386,0.5,0.5,1.0,0.2,1.0,1.2,1.9,0.5,0.0,0.6,1.0,7.3,1990,-0.3,-0.025
3,Mahmoud Abdul-Rauf,2000-01,31.0,VAN,NBA,PG,41.0,0.0,11.9,2.9,6.0,0.488,0.1,0.3,0.28600000000000003,2.8,5.7,0.5,0.496,0.5,0.7,0.759,0.1,0.5,0.6,1.9,0.2,0.0,0.6,1.2,6.5,1990,0.7,0.07
4,Tariq Abdul-Wahad,1997-98,23.0,SAC,NBA,SG,59.0,16.0,16.3,2.4,6.1,0.40299999999999997,0.1,0.3,0.21100000000000002,2.4,5.7,0.414,0.409,1.4,2.1,0.672,0.7,1.2,2.0,0.9,0.6,0.2,1.1,1.4,6.4,1997,-0.2,-0.008
4,Tariq Abdul-Wahad,1998-99,24.0,SAC,NBA,SG,49.0,49.0,24.6,3.6,8.3,0.435,0.1,0.4,0.28600000000000003,3.5,7.9,0.44299999999999995,0.442,1.9,2.8,0.691,1.5,2.3,3.8,1.0,1.0,0.3,1.4,2.5,9.3,1997,1.4,0.057999999999999996
4,Tariq Abdul-Wahad,1999-00,25.0,TOT,NBA,SG,61.0,56.0,25.9,4.5,10.6,0.424,0.0,0.4,0.13,4.4,10.2,0.435,0.426,2.4,3.2,0.7559999999999999,1.7,3.1,4.8,1.6,1.0,0.5,1.7,2.4,11.4,1997,2.2,0.068
4,Tariq Abdul-Wahad,2000-01,26.0,DEN,NBA,SG,29.0,12.0,14.5,1.5,3.8,0.387,0.1,0.3,0.4,1.3,3.5,0.386,0.405,0.7,1.2,0.583,0.5,1.6,2.0,0.8,0.5,0.4,1.2,1.9,3.8,1997,-0.4,-0.049
4,Tariq Abdul-Wahad,2001-02,27.0,TOT,NBA,SG,24.0,12.0,18.4,2.3,6.1,0.374,0.0,0.1,0.5,2.3,6.0,0.37200000000000005,0.37799999999999995,1.0,1.4,0.727,1.7,1.8,3.5,1.0,0.8,0.4,1.1,2.3,5.6,1997,0.0,-0.003
4,Tariq Abdul-Wahad,2002-03,28.0,DAL,NBA,SG,14.0,0.0,14.6,1.9,4.1,0.466,0.0,0.1,0.0,1.9,4.1,0.474,0.466,0.2,0.4,0.5,1.0,1.9,2.9,1.5,0.4,0.2,0.5,1.9,4.1,1997,0.4,0.10400000000000001
5,Shareef Abdur-Rahim,1996-97,20.0,VAN,NBA,PF,80.0,71.0,35.0,6.9,15.2,0.45299999999999996,0.1,0.3,0.259,6.8,14.8,0.457,0.456,4.8,6.5,0.746,2.7,4.2,6.9,2.2,1.0,1.0,2.8,2.5,18.7,1996,2.9,0.049
5,Shareef Abdur-Rahim,1997-98,21.0,VAN,NBA,SF,82.0,82.0,36.0,8.0,16.4,0.485,0.3,0.6,0.41200000000000003,7.7,15.8,0.488,0.493,6.1,7.8,0.784,2.8,4.3,7.1,2.6,1.1,0.9,3.1,2.5,22.3,1996,6.9,0.113
5,Shareef Abdur-Rahim,1998-99,22.0,VAN,NBA,SF,50.0,50.0,40.4,7.7,17.9,0.43200000000000005,0.2,0.7,0.306,7.5,17.1,0.43799999999999994,0.43799999999999994,7.4,8.8,0.841,2.3,5.2,7.5,3.4,1.4,1.1,3.7,2.7,23.0,1996,4.6,0.10800000000000001
5,Shareef Abdur-Rahim,1999-00,23.0,VAN,NBA,SF,82.0,82.0,39.3,7.2,15.6,0.465,0.4,1.2,0.302,6.9,14.4,0.478,0.47700000000000004,5.4,6.7,0.809,2.7,7.4,10.1,3.3,1.1,1.1,3.0,3.0,20.3,1996,8.8,0.132
5,Shareef Abdur-Rahim,2000-01,24.0,VAN,NBA,SF,81.0,81.0,40.0,7.5,15.8,0.47200000000000003,0.1,0.8,0.188,7.3,15.0,0.48700000000000004,0.47700000000000004,5.5,6.6,0.8340000000000001,2.2,6.9,9.1,3.1,1.1,1.0,2.9,2.9,20.5,1996,8.5,0.126
5,Shareef Abdur-Rahim,2001-02,25.0,ATL,NBA,PF,77.0,77.0,38.7,7.8,16.8,0.461,0.3,0.9,0.3,7.5,15.9,0.47,0.469,5.4,6.8,0.8009999999999999,2.6,6.5,9.0,3.1,1.3,1.1,3.2,2.8,21.2,1996,7.2,0.11599999999999999
5,Shareef Abdur-Rahim,2002-03,26.0,ATL,NBA,PF,81.0,81.0,38.1,7.0,14.6,0.478,0.3,0.7,0.35,6.7,13.9,0.485,0.48700000000000004,5.6,6.7,0.841,2.2,6.2,8.4,3.0,1.1,0.5,2.6,3.0,19.9,1996,9.7,0.151
5,Shareef Abdur-Rahim,2003-04,27.0,TOT,NBA,PF,85.0,56.0,31.6,5.9,12.4,0.475,0.1,0.4,0.265,5.8,12.0,0.48200000000000004,0.48,4.4,5.0,0.8690000000000001,2.2,5.3,7.5,2.0,0.8,0.4,2.2,2.6,16.3,1996,8.1,0.145
5,Shareef Abdur-Rahim,2004-05,28.0,POR,NBA,PF,54.0,49.0,34.6,6.2,12.4,0.503,0.3,0.7,0.385,6.0,11.7,0.51,0.514,4.1,4.7,0.866,2.3,5.0,7.3,2.1,0.9,0.5,2.2,2.8,16.8,1996,5.4,0.139
5,Shareef Abdur-Rahim,2005-06,29.0,SAC,NBA,PF,72.0,30.0,27.2,4.6,8.8,0.525,0.1,0.3,0.22699999999999998,4.5,8.5,0.536,0.529,3.0,3.9,0.784,1.5,3.5,5.0,2.1,0.7,0.6,1.5,3.2,12.3,1996,6.2,0.152
5,Shareef Abdur-Rahim,2006-07,30.0,SAC,NBA,C,80.0,45.0,25.2,3.9,8.2,0.474,0.0,0.3,0.15,3.8,7.9,0.484,0.47600000000000003,2.1,2.9,0.726,1.5,3.5,5.0,1.4,0.7,0.5,1.5,3.0,9.9,1996,2.8,0.067
5,Shareef Abdur-Rahim,2007-08,31.0,SAC,NBA,PF,6.0,0.0,8.5,0.5,2.3,0.214,0.0,0.0,,0.5,2.3,0.214,0.214,0.7,0.7,1.0,1.0,0.7,1.7,0.7,0.2,0.0,0.2,1.5,1.7,1996,0.0,-0.005
6,Tom Abernethy,1980-81,26.0,TOT,NBA,SF,39.0,,7.6,0.6,1.5,0.424,0.0,0.0,0.0,0.6,1.5,0.431,0.424,0.3,0.6,0.591,0.5,0.7,1.2,0.5,0.2,0.1,0.2,0.9,1.6,1976,0.4,0.062
7,Alex Abrines,2016-17,23.0,OKC,NBA,SG,68.0,6.0,15.5,2.0,5.0,0.39299999999999996,1.4,3.6,0.381,0.6,1.4,0.426,0.531,0.6,0.7,0.898,0.3,1.0,1.3,0.6,0.5,0.1,0.5,1.7,6.0,2013,2.1,0.095
9,Alex Acker,2005-06,23.0,DET,NBA,SG,5.0,0.0,7.0,0.8,3.2,0.25,0.2,1.0,0.2,0.6,2.2,0.273,0.281,0.0,0.0,,0.2,0.8,1.0,0.8,0.2,0.0,0.8,0.8,1.8,2005,-0.2,-0.23
9,Alex Acker,2008-09,26.0,TOT,NBA,SG,25.0,0.0,8.0,1.2,3.0,0.395,0.3,0.8,0.35,0.9,2.2,0.41100000000000003,0.441,0.2,0.4,0.5,0.3,0.6,1.0,0.5,0.2,0.2,0.3,0.4,2.9,2005,0.0,-0.011000000000000001
10,Mark Acres,1987-88,25.0,BOS,NBA,C,79.0,5.0,14.6,1.4,2.6,0.532,0.0,0.0,,1.4,2.6,0.532,0.532,0.9,1.4,0.64,1.3,2.1,3.4,0.5,0.4,0.3,0.7,2.5,3.6,1985,2.2,0.09
10,Mark Acres,1988-89,26.0,BOS,NBA,C,62.0,0.0,10.2,0.9,1.8,0.48200000000000004,0.0,0.0,1.0,0.9,1.8,0.478,0.48700000000000004,0.4,0.8,0.542,1.0,1.4,2.4,0.3,0.3,0.1,0.4,1.5,2.2,1985,0.9,0.066
10,Mark Acres,1989-90,27.0,ORL,NBA,C,80.0,50.0,21.1,1.7,3.6,0.484,0.0,0.1,0.75,1.7,3.5,0.48,0.489,1.0,1.5,0.6920000000000001,1.9,3.5,5.4,0.8,0.5,0.3,0.9,3.1,4.5,1985,1.6,0.047
10,Mark Acres,1990-91,28.0,ORL,NBA,C,68.0,0.0,19.3,1.6,3.1,0.509,0.0,0.0,0.33299999999999996,1.6,3.1,0.512,0.512,1.0,1.5,0.653,2.1,3.2,5.3,0.4,0.4,0.4,0.6,3.2,4.2,1985,2.5,0.09
10,Mark Acres,1991-92,29.0,ORL,NBA,C,68.0,6.0,13.6,1.1,2.2,0.517,0.0,0.0,0.33299999999999996,1.1,2.2,0.52,0.52,0.8,1.0,0.7609999999999999,1.4,2.3,3.7,0.3,0.4,0.2,0.5,2.1,3.1,1985,1.9,0.09699999999999999
10,Mark Acres,1992-93,30.0,TOT,NBA,C,18.0,7.0,14.9,1.4,2.7,0.531,0.1,0.1,0.5,1.4,2.6,0.532,0.541,0.6,0.9,0.688,1.4,2.3,3.7,0.3,0.2,0.3,0.7,1.9,3.6,1985,0.3,0.055999999999999994
11,Quincy Acy,2012-13,22.0,TOR,NBA,PF,29.0,0.0,11.8,1.4,2.6,0.56,0.0,0.1,0.5,1.4,2.5,0.562,0.5670000000000001,1.1,1.3,0.816,1.0,1.6,2.7,0.4,0.4,0.5,0.6,1.8,4.0,2012,1.1,0.157
11,Quincy Acy,2013-14,23.0,TOT,NBA,SF,63.0,0.0,13.4,1.0,2.2,0.46799999999999997,0.1,0.2,0.267,1.0,2.0,0.49200000000000005,0.48200000000000004,0.6,0.8,0.66,1.1,2.3,3.4,0.4,0.4,0.4,0.5,1.9,2.7,2012,1.5,0.086
11,Quincy Acy,2014-15,24.0,NYK,NBA,PF,68.0,22.0,18.9,2.2,4.9,0.45899999999999996,0.3,0.9,0.3,2.0,4.0,0.494,0.486,1.1,1.4,0.784,1.2,3.3,4.4,1.0,0.4,0.3,0.9,2.2,5.9,2012,1.7,0.063
11,Quincy Acy,2015-16,25.0,SAC,NBA,PF,59.0,29.0,14.8,2.0,3.6,0.556,0.3,0.8,0.38799999999999996,1.7,2.8,0.606,0.6,0.8,1.2,0.735,1.1,2.1,3.2,0.5,0.5,0.4,0.5,1.7,5.2,2012,2.5,0.13699999999999998
11,Quincy Acy,2016-17,26.0,TOT,NBA,PF,38.0,1.0,14.7,1.8,4.5,0.41200000000000003,1.0,2.4,0.41100000000000003,0.9,2.1,0.413,0.521,1.2,1.6,0.75,0.5,2.5,3.0,0.5,0.4,0.4,0.6,1.8,5.8,2012,0.9,0.08199999999999999
12,Alvan Adams,1980-81,26.0,PHO,NBA,C,75.0,,27.4,6.1,11.6,0.526,0.0,0.0,,6.1,11.6,0.526,0.526,2.7,3.5,0.768,2.1,5.2,7.3,4.6,1.4,0.9,3.0,3.0,14.9,1975,7.7,0.18
12,Alvan Adams,1981-82,27.0,PHO,NBA,C,79.0,75.0,30.3,6.4,13.0,0.494,0.0,0.0,0.0,6.4,13.0,0.494,0.494,2.3,2.9,0.7809999999999999,1.7,5.7,7.4,4.5,1.4,1.0,2.5,3.4,15.1,1975,7.2,0.14400000000000002
12,Alvan Adams,1982-83,28.0,PHO,NBA,C,80.0,75.0,30.6,6.0,12.3,0.486,0.0,0.0,0.33299999999999996,6.0,12.2,0.48700000000000004,0.48700000000000004,2.3,2.7,0.8290000000000001,2.0,4.8,6.9,4.7,1.4,0.9,3.0,3.6,14.2,1975,6.5,0.128
12,Alvan Adams,1983-84,29.0,PHO,NBA,C,70.0,13.0,20.7,3.8,8.3,0.462,0.0,0.1,0.0,3.8,8.3,0.465,0.462,1.9,2.3,0.825,1.7,2.9,4.6,3.1,1.0,0.4,1.7,2.8,9.6,1975,3.3,0.109
12,Alvan Adams,1984-85,30.0,PHO,NBA,PF,82.0,69.0,26.0,5.8,11.2,0.52,0.0,0.0,,5.8,11.2,0.52,0.52,3.0,3.5,0.883,1.9,4.2,6.1,3.8,1.4,0.6,2.4,3.1,14.7,1975,6.8,0.152
12,Alvan Adams,1985-86,31.0,PHO,NBA,C,78.0,45.0,25.7,4.4,8.7,0.502,0.0,0.0,0.0,4.4,8.7,0.504,0.502,2.0,2.6,0.7829999999999999,1.9,4.2,6.1,4.2,1.3,0.6,2.6,3.5,10.8,1975,3.9,0.094
12,Alvan Adams,1986-87,32.0,PHO,NBA,C,68.0,40.0,24.9,4.6,9.1,0.503,0.0,0.0,0.0,4.6,9.1,0.504,0.503,2.0,2.5,0.7879999999999999,1.3,3.6,5.0,3.3,0.9,0.5,2.0,3.0,11.1,1975,2.8,0.079
12,Alvan Adams,1987-88,33.0,PHO,NBA,C,82.0,25.0,20.1,3.1,6.2,0.496,0.0,0.0,0.5,3.0,6.1,0.496,0.49700000000000005,1.3,1.6,0.8440000000000001,1.4,3.0,4.5,2.2,1.0,0.5,1.7,3.0,7.5,1975,2.2,0.064
13,Hassan Adams,2006-07,22.0,NJN,NBA,SG,61.0,8.0,8.1,1.2,2.2,0.556,0.0,0.0,0.0,1.2,2.2,0.56,0.556,0.4,0.6,0.667,0.6,0.7,1.3,0.2,0.3,0.1,0.4,0.8,2.9,2006,1.0,0.095
13,Hassan Adams,2008-09,24.0,TOR,NBA,SG,12.0,0.0,4.3,0.3,1.1,0.308,0.0,0.0,,0.3,1.1,0.308,0.308,0.3,0.5,0.5,0.1,0.5,0.6,0.1,0.1,0.1,0.3,0.3,0.9,2006,-0.2,-0.14400000000000002
15,Jordan Adams,2014-15,20.0,MEM,NBA,SG,30.0,0.0,8.3,1.2,2.9,0.40700000000000003,0.3,0.8,0.4,0.8,2.0,0.41,0.465,0.5,0.8,0.609,0.3,0.6,0.9,0.5,0.5,0.2,0.5,0.8,3.1,2014,0.4,0.073
15,Jordan Adams,2015-16,21.0,MEM,NBA,SG,2.0,0.0,7.5,1.0,3.0,0.33299999999999996,0.0,0.5,0.0,1.0,2.5,0.4,0.33299999999999996,1.5,2.5,0.6,0.0,1.0,1.0,1.5,1.5,0.0,1.0,1.0,3.5,2014,0.0,0.015
16,Michael Adams,1985-86,23.0,SAC,NBA,PG,18.0,0.0,7.7,0.9,2.4,0.364,0.0,0.2,0.0,0.9,2.3,0.39,0.364,0.4,0.7,0.667,0.1,0.2,0.3,1.2,0.5,0.1,0.6,0.5,2.2,1985,-0.1,-0.027999999999999997
16,Michael Adams,1986-87,24.0,WSB,NBA,PG,63.0,0.0,20.7,2.5,6.2,0.40700000000000003,0.4,1.6,0.275,2.1,4.6,0.45399999999999996,0.44299999999999995,1.7,2.0,0.847,0.6,1.3,2.0,3.9,1.3,0.1,1.3,1.4,7.2,1985,2.7,0.099
16,Michael Adams,1987-88,25.0,DEN,NBA,PG,82.0,75.0,33.9,5.1,11.3,0.449,1.7,4.6,0.36700000000000005,3.4,6.7,0.505,0.524,2.0,2.4,0.8340000000000001,0.5,2.2,2.7,6.1,2.0,0.2,1.8,1.7,13.9,1985,7.5,0.13
16,Michael Adams,1988-89,26.0,DEN,NBA,PG,77.0,77.0,36.2,6.1,14.1,0.433,2.2,6.1,0.35600000000000004,3.9,8.0,0.49,0.509,4.2,5.1,0.8190000000000001,0.9,2.8,3.7,6.4,2.2,0.1,2.3,1.9,18.5,1985,8.3,0.14300000000000002
16,Michael Adams,1989-90,27.0,DEN,NBA,PG,79.0,74.0,34.1,5.0,12.5,0.402,2.0,5.5,0.366,3.0,7.1,0.431,0.48200000000000004,3.4,4.0,0.85,0.6,2.2,2.8,6.3,1.5,0.0,1.8,1.7,15.5,1985,6.9,0.124
16,Michael Adams,1990-91,28.0,DEN,NBA,PG,66.0,66.0,35.5,8.5,21.5,0.39399999999999996,2.5,8.5,0.29600000000000004,6.0,13.0,0.45899999999999996,0.45299999999999996,7.0,8.0,0.879,0.9,3.0,3.9,10.5,2.2,0.1,3.6,2.5,26.5,1985,6.3,0.128
16,Michael Adams,1991-92,29.0,WSB,NBA,PG,78.0,78.0,35.8,6.2,15.8,0.39299999999999996,1.6,4.9,0.324,4.6,10.9,0.425,0.444,4.0,4.6,0.8690000000000001,0.7,3.2,4.0,7.6,1.9,0.1,2.7,2.1,18.1,1985,5.3,0.09
16,Michael Adams,1992-93,30.0,WSB,NBA,PG,70.0,70.0,35.7,5.2,11.9,0.439,1.0,3.0,0.321,4.2,8.8,0.48,0.48,3.4,4.0,0.856,0.7,2.7,3.4,7.5,1.4,0.1,2.5,2.1,14.8,1985,4.6,0.08800000000000001
16,Michael Adams,1993-94,31.0,WSB,NBA,PG,70.0,67.0,33.4,4.1,10.0,0.408,0.8,2.7,0.28800000000000003,3.3,7.2,0.45399999999999996,0.44799999999999995,3.2,3.9,0.83,0.5,2.1,2.6,6.9,1.4,0.1,2.4,2.0,12.1,1985,3.1,0.063
16,Michael Adams,1994-95,32.0,CHH,NBA,PG,29.0,0.0,15.3,2.3,5.1,0.45299999999999996,1.0,2.8,0.358,1.3,2.3,0.5670000000000001,0.551,0.9,1.0,0.833,0.2,0.8,1.0,3.3,0.8,0.0,0.9,1.4,6.5,1985,1.6,0.16899999999999998
16,Michael Adams,1995-96,33.0,CHH,NBA,PG,21.0,3.0,15.7,1.8,4.0,0.446,0.7,2.0,0.341,1.1,2.0,0.5479999999999999,0.53,1.2,1.7,0.743,0.2,0.8,1.0,3.2,1.0,0.2,1.2,1.2,5.4,1985,0.8,0.11699999999999999
17,Steven Adams,2013-14,20.0,OKC,NBA,C,81.0,20.0,14.8,1.1,2.3,0.503,0.0,0.0,,1.1,2.3,0.503,0.503,1.0,1.7,0.581,1.8,2.3,4.1,0.5,0.5,0.7,0.9,2.5,3.3,2013,2.9,0.114
17,Steven Adams,2014-15,21.0,OKC,NBA,C,70.0,67.0,25.3,3.1,5.7,0.544,0.0,0.0,0.0,3.1,5.7,0.547,0.544,1.5,2.9,0.502,2.8,4.6,7.5,0.9,0.5,1.2,1.4,3.2,7.7,2013,4.1,0.111
17,Steven Adams,2015-16,22.0,OKC,NBA,C,80.0,80.0,25.2,3.3,5.3,0.613,0.0,0.0,,3.3,5.3,0.613,0.613,1.4,2.5,0.5820000000000001,2.7,3.9,6.7,0.8,0.5,1.1,1.1,2.8,8.0,2013,6.5,0.155
17,Steven Adams,2016-17,23.0,OKC,NBA,C,80.0,80.0,29.9,4.7,8.2,0.5710000000000001,0.0,0.0,0.0,4.7,8.2,0.5720000000000001,0.5710000000000001,2.0,3.2,0.611,3.5,4.2,7.7,1.1,1.1,1.0,1.8,2.4,11.3,2013,6.4,0.13
18,Rafael Addison,1986-87,22.0,PHO,NBA,SF,62.0,12.0,11.5,2.4,5.3,0.441,0.3,0.8,0.32,2.1,4.5,0.46299999999999997,0.465,0.8,1.0,0.797,0.7,1.0,1.7,0.7,0.4,0.1,0.9,1.2,5.8,1986,0.4,0.024
18,Rafael Addison,1991-92,27.0,NJN,NBA,SF,76.0,8.0,15.5,2.5,5.7,0.433,0.2,0.6,0.28600000000000003,2.3,5.0,0.452,0.449,0.7,1.0,0.737,0.9,1.3,2.2,0.9,0.4,0.4,0.6,1.4,5.8,1986,1.5,0.063
18,Rafael Addison,1992-93,28.0,NJN,NBA,SF,68.0,15.0,17.1,2.7,6.0,0.44299999999999995,0.1,0.5,0.20600000000000002,2.6,5.5,0.46399999999999997,0.451,0.8,1.0,0.8140000000000001,0.7,1.3,1.9,0.8,0.3,0.2,0.9,1.8,6.3,1986,0.9,0.038
18,Rafael Addison,1994-95,30.0,DET,NBA,SF,79.0,16.0,22.5,3.5,7.4,0.47600000000000003,0.3,1.1,0.289,3.2,6.4,0.507,0.49700000000000005,0.9,1.3,0.747,0.8,2.2,3.1,1.4,0.7,0.3,1.0,3.0,8.3,1986,1.5,0.04
18,Rafael Addison,1995-96,31.0,CHH,NBA,SF,53.0,0.0,9.7,1.5,3.1,0.467,0.0,0.2,0.0,1.5,2.9,0.494,0.467,0.3,0.4,0.773,0.5,1.2,1.7,0.6,0.2,0.2,0.5,1.4,3.2,1986,0.2,0.019
18,Rafael Addison,1996-97,32.0,CHH,NBA,SF,41.0,3.0,8.7,1.2,3.0,0.402,0.2,0.5,0.4,1.0,2.5,0.402,0.434,0.5,0.7,0.7859999999999999,0.5,0.6,1.1,0.8,0.2,0.1,0.4,1.3,3.1,1986,0.4,0.048
21,Jeff Adrien,2010-11,24.0,GSW,NBA,PF,23.0,0.0,8.5,1.0,2.3,0.426,0.0,0.0,,1.0,2.3,0.426,0.426,0.5,0.8,0.579,1.0,1.5,2.5,0.4,0.2,0.2,0.4,1.2,2.5,Undrafted,0.2,0.051
21,Jeff Adrien,2011-12,25.0,HOU,NBA,PF,8.0,0.0,7.9,0.9,2.0,0.43799999999999994,0.0,0.0,,0.9,2.0,0.43799999999999994,0.43799999999999994,0.9,1.5,0.583,0.6,2.1,2.8,0.1,0.0,0.3,0.3,1.6,2.6,Undrafted,0.1,0.106
21,Jeff Adrien,2012-13,26.0,CHA,NBA,PF,52.0,5.0,13.7,1.4,3.2,0.429,0.0,0.0,0.0,1.4,3.2,0.434,0.429,1.3,1.9,0.65,1.3,2.5,3.8,0.7,0.3,0.5,0.6,1.5,4.0,Undrafted,1.0,0.064
