Dim1,Dim2
0.7325587,0.53309405
0.4904561,0.41495848
0.6339832,0.34662718
0.8216685,0.4171818
0.84039557,0.39783296
0.7002708,0.17803848
0.6014102,0.13357115
0.2971084,0.15451282
0.44177163,0.09914008
0.45465398,0.07969695
0.92793715,0.746219
0.8092028,0.80224943
0.30158424,0.8594781
0.8348254,0.7886636
0.1231195,0.59181327
0.5031509,0.5361466
0.70729476,0.61324006
0.6493171,0.4986556
0.17963481,0.32995558
0.6808112,0.3792564
0.3319718,0.26473108
0.13809943,0.30852377
0.318423,0.7315042
0.56284827,0.65996057
0.3678391,0.5501824
0.54454154,0.33636993
0.46148527,0.2814241
0.6971813,0.24200478
0.57512176,0.19604683
0.62990785,0.12492818
0.57980716,0.10180169
0.4583999,0.07469699
0.64588046,0.5888607
0.363099,0.38578722
0.52519554,0.35853964
0.5850419,0.29414773
0.6638552,0.8649951
0.70214564,0.75213224
0.23456168,0.6623324
0.42211738,0.64081454
0.51671565,0.5699259
0.33299345,0.4587385
0.5746893,0.4380775
0.7956741,0.43831322
0.32720038,0.28819102
0.83999825,0.3971056
0.44778496,0.19396022
0.44402418,0.14461747
0.59574765,0.08950111
0.3202513,0.15342957
0.57228774,0.0339092
0.8045337,0.86033785
0.102683485,0.77948534
0.09749964,0.7896205
0.53851455,0.8990989
0.1483508,0.72116506
0.7183294,0.69288754
0.27607065,0.619541
0.2790529,0.49753997
0.59291995,0.53414726
0.6171326,0.44203097
0.3026259,0.30258977
0.5027822,0.40748173
0.668284,0.3111233
0.7444974,0.23635972
0.6994227,0.17203903
0.40266907,0.15191951
0.66108644,0.8600685
0.27045232,0.79187316
0.86133707,0.69604445
0.23380524,0.5851544
0.8815348,0.5667826
0.13327241,0.3855312
0.13913131,0.38066986
0.8335872,0.7976119
0.21979296,0.7232891
0.43604204,0.73188794
0.20913672,0.53477204
0.88128066,0.60073996
0.37166554,0.45976895
0.48688132,0.40492108
0.6572319,0.37840337
0.6140898,0.30297852
0.29147226,0.24009874
0.550107,0.19676748
0.13470599,0.323813
0.49129772,0.7959284
0.2653249,0.691037
0.70679843,0.31978333
0.85208094,0.7316302
0.068216145,0.5696955
0.28394726,0.67567974
0.76550496,0.660921
0.5460972,0.87842274
0.50524473,0.8178216
0.17628697,0.6866777
0.5159043,0.99432504
0.49701977,0.9789537
0.91386366,0.7420523
0.99332285,0.70439374
0.030025244,0.4930519
0.5533778,0.7467634
0.7498639,0.6415764
0.18468258,0.5212461
0.28888178,0.42308933
0.09834564,0.3945092
0.41717106,0.33102965
0.48703894,0.89602745
0.8254163,0.7234593
0.7205564,0.72528136
0.045217723,0.36240673
0.41330844,0.54355836
0.72251314,0.5318464
0.5914326,0.3869238
0.49903947,0.3023913
0.5295033,0.18499249
0.88954234,0.46002653
0.73292035,0.24438408
0.28632456,0.1677069
0.42067072,0.14852265
0.62941086,0.05562654
0.3399611,0.11528894
0.40988004,0.09889826
0.6943022,0.46968764
0.16983357,0.3604952
0.117128104,0.3469548
0.6455295,0.25961518
0.81679535,0.7610997
0.37110317,0.70385385
0.34469256,0.6486106
0.36308038,0.45465738
0.23355028,0.36597964
0.35662556,0.33737665
0.6780634,0.30579656
0.58702004,0.5957595
0.24177013,0.81014204
0.601044,0.7626821
0.21411532,0.54072464
0.70389414,0.58760077
0.08311212,0.41465926
0.6492411,0.4068366
0.4479724,0.2876798
0.6965884,0.88907397
0.17727274,0.78999233
0.22107583,0.74686754
0.23981225,0.6872911
0.5565718,0.63725126
0.34543288,0.7448817
0.13271555,0.51282406
0.6768166,0.590855
0.4263953,0.6290747
0.6819403,0.853101
0.39921898,0.8242445
0.6234269,0.71572995
0.30798775,0.62058854
0.25748825,0.48516306
0.43507665,0.46809492
0.73857576,0.46322247
0.5001213,0.3498663
0.33465743,0.29787135
0.97789896,0.70864034
0.4613421,0.9617599
0.55288845,0.8891456
0.81897163,0.7804084
0.20393032,0.64526993
0.69144845,0.6551887
0.78215885,0.59006333
0.18670723,0.4075194
0.5164892,0.53186005
0.658083,0.3985904
0.41245407,0.7191258
0.47173613,0.6430098
0.56500494,0.60349286
0.8144882,0.54484725
0.65321195,0.48106694
0.22239712,0.33136037
0.8238182,0.7753649
0.5897205,0.7590783
0.103921264,0.551058
0.47706515,0.6279218
0.21163052,0.47934535
0.8762771,0.79652786
0.17822239,0.79126775
0.5504181,0.80426246
0.6576135,0.8468006
0.25705427,0.611338
0.6949735,0.5992237
0.6703838,0.5045386
0.76641166,0.4616926
0.47293553,0.33856666
0.42459667,0.2895883
0.34148353,0.22060245
0.5589244,0.1755681
0.5179603,0.1382446
0.43398297,0.12467775
0.62077,0.49642104
0.031814843,0.5948047
0.71503323,0.7534435
0.35600352,0.7104254
0.9362938,0.6807432
0.05526796,0.3703476
0.949209,0.67139894
0.14396036,0.3788532
0.36949605,0.90886045
0.49120188,0.8057847
0.6377307,0.75528735
0.6450677,0.5673738
0.51674235,0.5072606
0.4207099,0.35179466
0.62835515,0.4091439
0.8377184,0.7019366
0.12367019,0.5909127
0.39786285,0.603781
0.8823873,0.6013204
0.2305806,0.43265837
0.44875875,0.5084578
0.25358167,0.3257627
0.8761804,0.48379862
0.30415198,0.2406322
0.39445987,0.80752194
0.6569926,0.7326368
0.45747307,0.6227656
0.21523073,0.5073827
0.68270993,0.52906305
0.4170798,0.3534149
0.4484077,0.7355969
0.28350168,0.60938203
0.733584,0.8947409
0.798692,0.8517537
0.08778721,0.7808349
0.09808567,0.6990568
0.7220087,0.780954
0.29412115,0.65526974
0.30151102,0.6240305
0.58659124,0.5778017
0.49792346,0.4941379
0.35592565,0.36864772
0.48796582,0.35812655
0.30881667,0.25573164
0.27692565,0.23121762
0.8944639,0.40829128
0.16766647,0.46042502
0.7427093,0.8145131
0.18328476,0.6613402
0.56127536,0.6440129
0.4674963,0.4992009
0.48808795,0.9791324
0.5364364,0.9309077
0.12584403,0.760342
0.75542676,0.88837516
0.4438959,0.9383097
0.992486,0.70860434
0.04865679,0.5803758
0.34786868,0.7276132
0.81623423,0.62654245
0.33131498,0.5086853
0.52107215,0.48411065
0.21115062,0.34520394
0.5412395,0.3339878
0.8495201,0.4305545
0.6453513,0.22951895
0.45721608,0.17777622
0.5251141,0.14373639
0.26505333,0.6914276
0.46275994,0.6680479
0.25770634,0.54008514
0.26914877,0.70237577
0.9599396,0.6855008
0.07145026,0.40325037
0.54156935,0.50649476
0.73075074,0.48374698
0.3264838,0.63079697
0.55575883,0.41560283
0.92920303,0.6954458
0.25907356,0.66462255
0.038024396,0.35277864
0.41378164,0.8103061
0.65658265,0.7451987
0.21272418,0.5676422
0.24092004,0.52925193
0.86694723,0.68767065
0.4584594,0.6448692
0.51571274,0.5702688
0.22153112,0.3992538
0.6469053,0.44950062
0.64927614,0.408076
0.3685886,0.9031322
0.4869083,0.91816914
0.57504404,0.8625994
0.8453891,0.80500513
0.8066506,0.65887076
0.7846495,0.6253628
0.35739562,0.9012102
0.28725442,0.81248844
0.2228162,0.68086857
0.5894071,0.60499537
0.21626621,0.40494663
0.5355842,0.9838456
0.52424836,0.9339998
0.12598392,0.76003355
0.50445104,0.8438326
0.40414333,0.7093892
0.4691911,0.6387048
0.45875797,0.54204714
0.42696804,0.46600792
0.624037,0.44103006
0.61095285,0.35578147
0.6172714,0.2959417
0.7021334,0.8794011
0.40194163,0.87501204
0.53863925,0.8272207
0.570104,0.7013775
0.56256014,0.6706582
0.25527787,0.50291026
0.50483686,0.47632724
0.3628004,0.37572944
0.8489852,0.4888173
0.5100348,0.28527373
0.667494,0.24550462
0.6048747,0.19303775
0.5261221,0.14886898
0.61703956,0.09051889
0.07116914,0.2981068
0.6545149,0.7290989
0.27980745,0.60276735
0.79108346,0.5933428
0.26410076,0.43515056
0.21389627,0.3387275
0.6623552,0.37228632
0.53921914,0.92796123
0.37392926,0.8838695
0.20040789,0.7389684
0.32756406,0.73010594
0.43236804,0.64653516
0.46336657,0.55596906
0.44844133,0.4884736
0.63822263,0.4467227
0.5484914,0.36491627
0.3803983,0.4500195
0.7388138,0.47256085
0.3028974,0.3163522
0.82829237,0.4119417
0.6890123,0.2534241
0.7068541,0.17737496
0.3119452,0.15938678
0.4927918,0.101465255
0.50328934,0.056762904
0.91427034,0.7720066
0.07659832,0.7750665
0.5948626,0.93102634
0.46656147,0.89376295
0.21283954,0.74820644
0.81256735,0.6955659
0.27245432,0.60638404
0.48994187,0.58647263
0.64698046,0.5247937
0.35409752,0.37910116
0.6638052,0.36911285
0.33996326,0.2541071
0.6609886,0.23931512
0.5630332,0.6243659
0.64880604,0.597568
0.6542096,0.30770996
0.43234992,0.9659359
0.85577035,0.7913883
0.100834966,0.5795965
0.59151924,0.86806643
0.33201048,0.8085569
0.7780745,0.74405146
0.035428524,0.3550407
0.5229465,0.6307537
0.89287657,0.65987325
0.6340242,0.5126346
0.21210775,0.37102085
0.49760872,0.35415077
0.5334157,0.28009033
0.7181647,0.24416837
0.4162357,0.18374294
0.63283646,0.1112234
0.62342846,0.77811337
0.20931476,0.5472633
0.4842991,0.66111803
0.21536812,0.5100456
0.57452255,0.5062943
0.812912,0.52991766
0.40808076,0.33758295
0.85194623,0.7280521
0.13637686,0.6997938
0.1013653,0.5019878
0.8002523,0.5493622
0.17875284,0.45089114
0.6964486,0.8913934
0.6506809,0.8508183
0.654368,0.8156456
0.3415336,0.811342
0.7912407,0.7609534
0.77745473,0.6283758
0.8204986,0.58346385
0.3149076,0.39608
0.46927664,0.38806877
0.8265673,0.5053973
0.4093015,0.27936774
0.34204444,0.22075295
0.8263694,0.32809395
0.3360527,0.6967997
0.5500604,0.63260305
0.37835333,0.5430152
0.7308224,0.53885955
0.3977925,0.3926106
0.55085367,0.3551792
0.74892104,0.34730792
0.6472054,0.25180972
0.6288898,0.12381682
0.6053952,0.7276343
0.52807605,0.632719
0.21553853,0.47129992
0.44158953,0.4457831
0.50484467,0.4177295
0.21329954,0.47632623
0.6066409,0.5011918
0.35742846,0.3957076
0.14022735,0.31995696
0.46066076,0.23679489
0.3136115,0.4307881
0.58565,0.8955066
0.7416155,0.7517445
0.81565034,0.67983395
0.43336725,0.6553223
0.16382656,0.49612156
0.33583438,0.4855191
0.80790436,0.5287727
0.24012473,0.33288747
0.574246,0.3036807
0.8080478,0.3231433
0.6048187,0.20169124
0.52329654,0.16172764
0.60228384,0.07420921
0.70207745,0.59619105
0.24301033,0.43520525
0.70711184,0.46492967
0.8279581,0.85415757
0.55291325,0.9741839
0.75496346,0.84971654
0.10464695,0.72058356
0.47819313,0.76629853
0.5426761,0.77996564
0.5300326,0.63680065
0.9747139,0.7008454
0.6904671,0.78160816
0.22722459,0.6445067
0.38279372,0.64521474
0.11214352,0.47944823
0.47186682,0.4678375
0.28673142,0.37476104
0.6397786,0.37909135
0.22740334,0.27019688
0.8501485,0.39822632
0.39609852,0.90506816
0.71838707,0.7571188
0.5846617,0.6931401
0.31595445,0.6189817
0.2751642,0.48903248
0.40002093,0.5061086
0.7615965,0.49029595
0.5388605,0.35027072
0.5932408,0.29413337
0.57883644,0.23683444
0.5710911,0.17428985
0.52806634,0.14029336
0.5957437,0.0897862
0.52634823,0.06360203
0.50422347,0.052797914
0.33790705,0.90701497
0.61189234,0.7689404
0.6207894,0.71690524
0.6053158,0.6654772
0.34674492,0.509979
0.22870082,0.4509098
0.6111431,0.4369353
0.66450506,0.37922356
0.5802848,0.29152757
0.38209796,0.2531936
0.70388633,0.16963303
0.38663247,0.15322876
0.64907384,0.8238701
0.2204642,0.7979598
0.28521577,0.6970209
0.85139525,0.62212276
0.20269099,0.4779574
0.16916317,0.45238525
0.6315528,0.4712227
0.5765312,0.36018732
0.6559183,0.86784405
0.5853214,0.80978036
0.66186404,0.7260996
0.47163197,0.6502375
0.69441015,0.6021457
0.4667443,0.50023085
0.67534053,0.5029215
0.3430658,0.3455562
0.4423397,0.26209894
0.13094753,0.31406367
0.85896707,0.38577008
0.5208124,0.15751949
0.4823001,0.10459402
0.036720335,0.3602839
0.52609515,0.6511826
0.87479043,0.77906024
0.01924625,0.4940414
0.22076651,0.66784656
0.4916738,0.9193094
0.5566745,0.86372316
0.30936402,0.8113253
0.6676781,0.7230107
0.24755476,0.6251998
0.44556585,0.53975433
0.35862833,0.4292782
0.45178565,0.3927863
0.67115724,0.3942107
0.64268726,0.32075602
0.66409475,0.23616084
0.54075485,0.17265037
0.32938606,0.1678471
0.6295079,0.055881232
0.6152176,0.053780764
0.45022008,0.077546954
0.48833445,0.033564568
0.3246785,0.10701385
0.112630874,0.3174392
0.6269283,0.04413995
0.8713786,0.7949001
0.53789854,0.7884692
0.26154613,0.68017733
0.5626596,0.6551165
0.8711164,0.612739
0.23486868,0.45269114
0.21339831,0.34344
0.71425587,0.3955204
0.74408823,0.32232875
0.5065278,0.23082653
0.7085383,0.17896947
0.45449653,0.15177757
0.4807531,0.12571758
0.46278393,0.07354683
0.9933753,0.70375633
0.21299908,0.77021754
0.089194715,0.5455645
0.60554814,0.3602281
0.49102178,0.29353502
0.52501595,0.23343018
0.55987716,0.1865696
0.64905834,0.114287764
0.6144836,0.07731977
0.056464016,0.58367044
0.31649196,0.70456314
0.3697249,0.60639846
0.38486028,0.5457278
0.5951888,0.36587512
0.78510225,0.8794326
0.76270604,0.8548895
0.11336717,0.77623165
0.43287605,0.8775415
0.44720775,0.7642512
0.6770701,0.713316
0.07277694,0.46335572
0.72794175,0.5830789
0.33428508,0.42526767
0.65902007,0.47465
0.65626574,0.35443765
0.4113369,0.5735601
0.36323124,0.7383334
0.65469754,0.8774989
0.29291195,0.8000349
0.43756083,0.7067462
0.14071,0.38874805
0.62960255,0.47352567
0.36191303,0.2591334
0.051197767,0.5858407
0.8800734,0.6843486
0.15157768,0.55467075
0.10839102,0.6501809
0.3851062,0.40637398
0.59298,0.3558116
0.597249,0.30975702
0.60913676,0.25992095
0.45261824,0.20879975
0.6443163,0.123854786
0.45636505,0.11154425
0.5220896,0.063456655
0.33450982,0.55529803
0.53120136,0.9292327
0.33927107,0.90163165
0.56273735,0.756292
0.2093403,0.53442895
0.032900423,0.6442018
0.2192331,0.78560245
0.38154677,0.54093105
0.4384381,0.71148455
0.6637374,0.65966976
0.8003966,0.5995288
0.16889662,0.40595424
0.19084048,0.37729865
0.8789239,0.4909217
0.29080775,0.24718541
0.8552228,0.38863513
0.11157283,0.31098354
0.21683496,0.7491497
0.595029,0.7001674
0.7626065,0.65312177
0.1052784,0.47584462
0.7891976,0.60190296
0.6812099,0.39435887
0.2699399,0.27205715
0.6934782,0.21393135
0.30490947,0.18260357
0.8975463,0.4459963
0.55567497,0.10074562
0.40306276,0.10504642
0.43286476,0.078752846
0.48667216,0.034380853
0.47911474,0.027209222
0.5391479,0.01169014
0.45347145,0.8219678
0.1756883,0.74634767
0.34293523,0.6853381
0.26861992,0.598672
0.78154755,0.60446894
0.5205606,0.47336513
0.44084567,0.4265831
0.51400906,0.3692601
0.16620201,0.30879873
0.5365296,0.2444655
0.57942784,0.0982537
0.44534743,0.8101373
0.7835009,0.71250075
0.4822846,0.6329261
0.48788458,0.57134956
0.87717384,0.5950278
0.3144701,0.36255154
0.74549425,0.40302095
0.58116823,0.30454457
0.58498234,0.24144661
0.6021635,0.171437
0.51419157,0.14451426
0.34902325,0.14435467
0.6014071,0.8650711
0.38015693,0.8133832
0.65848184,0.73570794
0.45050737,0.62118864
0.62920076,0.5599565
0.46025497,0.50677377
0.23413223,0.32902288
0.8276012,0.5221142
0.54563016,0.26360208
0.55584675,0.2468971
0.428855,0.18256214
0.37484688,0.7213164
0.29967874,0.5988356
0.89434123,0.51313746
0.6033723,0.49436772
0.6468256,0.45506153
0.717644,0.38996944
0.5968816,0.30979997
0.8450518,0.39238697
0.82436705,0.31820658
0.47824958,0.14296731
0.6207345,0.06814149
0.47907203,0.087308735
0.4470035,0.060123116
0.5405903,0.9693522
0.61577946,0.91142327
0.073893905,0.61910605
0.39802274,0.88657475
0.30378896,0.8047971
0.52998936,0.7392359
0.12036735,0.5406528
0.90219283,0.6373465
0.3374547,0.45991272
0.65885365,0.49667627
0.647883,0.40599358
0.66651505,0.28578487
0.27532792,0.22142532
0.8848522,0.7743846
0.39182168,0.8913605
0.45279568,0.787399
0.10748413,0.54041743
0.8394662,0.5647619
0.6519459,0.5563471
0.19141224,0.4526822
0.180899,0.34843177
0.77621466,0.42903697
0.24852501,0.27343932
0.80208474,0.343147
0.16243476,0.6145996
0.9821098,0.68249094
0.6015612,0.5874066
0.63822806,0.5073176
0.2786724,0.38020366
0.1718815,0.31617397
0.5015806,0.26569203
0.7394533,0.22942126
0.51972,0.19188774
0.36683714,0.1536107
0.61479497,0.037112743
0.60103446,0.042479157
0.34964234,0.12745726
0.48548397,0.032970965
0.32258207,0.113194704
0.062074512,0.5323519
0.66242206,0.5953843
0.522195,0.8954052
0.033483803,0.36165804
0.896272,0.70759594
0.96476495,0.73404217
0.07745057,0.4213283
0.1717183,0.4563715
0.3727924,0.40210128
0.66749424,0.3839934
0.36809307,0.29831067
0.4684762,0.22314978
0.7109935,0.7618821
0.169501,0.5464919
0.98076785,0.7103456
0.72558624,0.856569
0.3670767,0.87082064
0.83669364,0.7870544
0.16442436,0.61560184
0.23675734,0.54948366
0.3687602,0.5409489
0.54415655,0.5253456
0.52638185,0.45139948
0.17886561,0.36141163
0.16800046,0.30554736
0.62521887,0.8698443
0.9760691,0.6986277
0.17887157,0.6735952
0.041748554,0.36074466
0.44959214,0.5655178
0.39296287,0.46518528
0.35284492,0.3872586
0.62481326,0.3823166
0.548604,0.2305167
0.56542015,0.18236691
0.5406041,0.5010285
0.72876805,0.4587092
0.64205265,0.3697302
0.5003009,0.29615253
0.64803624,0.21907052
0.44773465,0.20562375
0.6626294,0.1045596
0.45752117,0.115961194
0.32192647,0.7248416
0.7744664,0.6535857
0.66065264,0.5891245
0.11881834,0.38144857
0.70218426,0.44931182
0.57931405,0.3540568
0.6133369,0.2333675
0.60795504,0.07262164
0.66659963,0.870888
0.7688364,0.81182534
0.10213977,0.53168166
0.6928875,0.4664713
0.49111977,0.558414
0.51490754,0.49028292
0.54107666,0.7883025
0.7306061,0.2574104
0.58202934,0.16388151
0.36614144,0.18827721
0.6186547,0.072238564
0.06612113,0.30243525
0.06322411,0.29951268
0.6559828,0.8514285
0.5615758,0.7746227
0.53712773,0.7430917
0.5463823,0.6214875
0.56494975,0.55827755
0.4758133,0.49358872
0.58379287,0.43082565
0.5245121,0.9734714
0.44787544,0.9480405
0.41852605,0.8875542
0.34660685,0.7201465
0.4790698,0.10570899
0.5059886,0.07605797
0.4182534,0.709136
0.29045838,0.58694184
0.40079638,0.51889986
0.6989091,0.8705707
0.721447,0.7755358
0.20993304,0.66390437
0.7379807,0.8615513
0.05802971,0.6180775
0.22806275,0.7768025
0.36403713,0.7166358
0.7807863,0.68020505
0.23810574,0.47325015
0.5172136,0.48451698
0.58008903,0.3750283
0.7841,0.6725687
0.33607328,0.51240194
0.77510774,0.5746206
0.60730964,0.46337882
0.48187983,0.35091752
0.5569129,0.27301463
0.7109612,0.2356084
0.5642357,0.18417177
0.62603,0.36098334
0.677331,0.31651038
0.3302369,0.20909604
0.37337792,0.92172253
0.5404091,0.8371383
0.40854013,0.75213027
0.3699692,0.6197742
0.55184317,0.57568836
0.3289894,0.46771
0.5695783,0.4174478
0.7574592,0.4862631
0.31780404,0.30172536
0.83870876,0.4151964
0.54813117,0.15902096
0.62349105,0.124301374
0.080684334,0.7735229
0.42755026,0.9776819
0.1546931,0.7555337
0.45769095,0.84431314
0.63643086,0.7702227
0.27838713,0.6300209
0.12770304,0.4204796
0.9346119,0.6493588
0.087679476,0.39668107
0.3232644,0.8959795
0.47054225,0.8155817
0.19610175,0.6746549
0.7185551,0.65290225
0.89502513,0.5663783
0.49070463,0.4539888
0.34004468,0.3887105
0.6568793,0.36420557
0.6954298,0.28575295
0.63599586,0.23358133
0.5602711,0.16624981
0.5972621,0.14375097
0.46796972,0.11645621
0.42987502,0.0683116
0.44703647,0.07819113
0.32484654,0.10674548
0.33474344,0.096551806
0.5636788,0.9624062
0.6134102,0.89935774
0.31161153,0.89187634
0.16236183,0.74218607
0.07894397,0.639452
0.5688537,0.7391234
0.71892416,0.66612494
0.57794,0.87930965
0.5597553,0.7972561
0.36290118,0.6998067
0.37916464,0.6152014
0.25650164,0.47712445
0.24807003,0.40867668
0.8650581,0.51262295
0.7810771,0.8899736
0.18010432,0.7932663
0.4083471,0.916758
0.6314726,0.79229796
0.34217614,0.7480693
0.5404217,0.5494086
0.1314072,0.42186004
0.8689672,0.50813466
0.2711743,0.30915767
0.65977526,0.54841954
0.54920596,0.81198514
0.5690956,0.7387273
0.7498456,0.6512755
0.082315356,0.3646872
0.85116196,0.49108702
0.5685679,0.9859786
0.54069597,0.98118776
0.7231692,0.86162335
0.6439165,0.8437392
0.40865353,0.8278988
0.042716414,0.47598606
0.6325283,0.6693843
0.4348352,0.5630337
0.31094486,0.4190685
0.12597668,0.76033646
0.8251845,0.7247499
0.33327478,0.73159134
0.28514868,0.6247553
0.73425055,0.70356953
0.28777617,0.5989301
0.2862059,0.44709954
0.552407,0.42707732
0.46090007,0.95638335
0.5217648,0.81209695
0.43492576,0.74784726
0.29765385,0.6026043
0.49527085,0.5666976
0.5977472,0.9036311
0.46608353,0.89529264
0.3785512,0.83122456
0.17870682,0.63884866
0.6750022,0.69695604
0.19096285,0.4753558
0.6947519,0.55112123
0.2832752,0.35215068
0.1453659,0.34680724
0.8788309,0.48967832
0.36866716,0.23062465
0.660876,0.15425658
0.40970284,0.15043694
0.7741594,0.8934816
0.069835514,0.7714512
0.20087403,0.78709537
0.43589061,0.7414931
0.46522284,0.6227702
0.23028108,0.7738893
0.8714987,0.6886201
0.903267,0.67726254
0.28112203,0.5204127
0.24329862,0.4360572
0.33505195,0.38484427
0.60605925,0.36138755
0.82132393,0.40625453
0.2990505,0.23716411
0.57743585,0.18425474
0.36872995,0.8340174
0.11185303,0.6320512
0.33845168,0.59664
0.11402485,0.5825746
0.6359739,0.66437835
0.26440233,0.50447625
0.6564466,0.50514805
0.8793616,0.5898126
0.4318007,0.33872506
0.15894297,0.3091237
0.84281474,0.38873208
0.7006956,0.19313163
0.45653832,0.14705664
0.5328797,0.1085093
0.46097803,0.06816417
0.46775335,0.9369422
0.40836012,0.90185016
0.33592826,0.8148802
0.45323417,0.7454784
0.66489536,0.8475323
0.5410596,0.8011899
0.35416037,0.6759615
0.4522535,0.892895
0.10843265,0.6477484
0.17674914,0.67307484
0.37482285,0.6179689
0.36411956,0.8886264
0.9216057,0.6978405
0.27678505,0.7082035
0.6057218,0.66681015
0.33951315,0.52546495
0.43149254,0.45336854
0.44417104,0.41904145
0.50763136,0.333962
0.42406198,0.28574017
0.15379792,0.30108538
0.57071507,0.18409556
0.659001,0.11593911
0.5742318,0.09779084
0.34510806,0.13077801
0.50081515,0.7988094
0.54759246,0.7165273
0.5199115,0.6720449
0.28021818,0.58259434
0.28272736,0.50505066
0.59973997,0.8887489
0.33221483,0.7826143
0.39764893,0.73617005
0.84106636,0.622477
0.41583893,0.58369815
0.51815474,0.5319976
0.28709984,0.3586163
0.82315594,0.5224282
0.74778116,0.32534102
0.3829214,0.25584772
0.665082,0.15191445
0.50845516,0.16066971
0.48052037,0.124507844
0.531943,0.08298859
0.5102236,0.045116782
0.51189005,0.022714078
0.5264744,0.015900731
0.67215616,0.8428657
0.27259988,0.79628336
0.12087706,0.576874
0.26416588,0.60826194
0.4579061,0.58814895
0.49390993,0.7620758
0.1447609,0.7106869
0.601895,0.71562535
0.4265172,0.623793
0.51124805,0.55963475
0.4237052,0.4478238
0.21547309,0.36865097
0.6524149,0.386911
0.4227665,0.2836745
0.43073565,0.23814747
0.8733258,0.4198173
0.19544971,0.70260537
0.51318824,0.65623534
0.24357882,0.54129094
0.42701918,0.51504266
0.34800875,0.4113346
0.71255547,0.37021643
0.34311128,0.2682178
0.44835067,0.2394647
0.46653596,0.18630508
0.64375436,0.13723966
0.006100476,0.4965744
0.43246654,0.967073
0.77803755,0.78156495
0.81948113,0.63755983
0.3566314,0.6353761
0.53204757,0.6656147
0.6846949,0.7671397
0.064275,0.76626825
0.52461255,0.9336347
0.80078375,0.8374362
0.6249199,0.83834946
0.15849805,0.7383562
0.6410901,0.70951545
0.12960026,0.5351171
0.15224701,0.49607435
0.344489,0.46408015
0.5414471,0.9734856
0.63457835,0.8926554
0.03225124,0.58944577
0.9586801,0.69815654
0.09354171,0.5254238
0.05294335,0.3715549
0.45476204,0.5654884
0.7693548,0.55145144
0.29932725,0.39705062
0.55847466,0.3653024
0.38883612,0.89973736
0.23629984,0.7719286
0.3946864,0.7454279
0.599336,0.63548875
0.38696525,0.53192335
0.5102668,0.48285
0.7745095,0.46871978
0.3409838,0.3177897
0.713586,0.31532443
0.5216755,0.23331177
0.5810492,0.19823328
0.89253366,0.42378405
0.67692846,0.76498806
0.6265512,0.71009153
0.16382533,0.53902173
0.7612837,0.60022724
0.59042186,0.52510124
0.48368612,0.41393304
0.5152334,0.34614253
0.7699492,0.3564376
0.6538605,0.2483235
0.4254551,0.19605237
0.6477073,0.11965522
0.53039664,0.11775899
0.110081285,0.5635802
0.7737088,0.8989345
0.7404715,0.8675971
0.65803695,0.8175674
0.5624914,0.80130506
0.45544407,0.71371526
0.22476399,0.6101023
0.6779876,0.57062227
0.47433615,0.6459684
0.25099736,0.49365085
0.57305247,0.49304643
0.9071095,0.77366436
0.7501657,0.8597389
0.3139199,0.8780979
0.80195886,0.73327845
0.19353366,0.6732229
0.8459201,0.62285227
0.59175754,0.56462026
0.25867045,0.44626415
0.2868284,0.3945158
0.4691238,0.34524283
0.8151028,0.37052554
0.56886095,0.26482874
0.6631098,0.15252757
0.3761077,0.15627143
0.6358393,0.78265476
0.7574157,0.67745674
0.090025455,0.44119084
0.4311952,0.56458265
0.64745176,0.49765328
0.5437619,0.4395104
0.7909181,0.44492358
0.30773145,0.25389147
0.539304,0.25668526
0.58855736,0.19124919
0.42281762,0.8943333
0.6965807,0.77763826
0.519671,0.69982153
0.2904959,0.592201
0.4978186,0.58581674
0.36098236,0.43833223
0.7353611,0.45805994
0.6152876,0.36340243
0.33306083,0.29682738
0.66736925,0.24271768
0.5923588,0.18508607
0.54523414,0.5730642
0.5016418,0.4799667
0.7566541,0.42352694
0.55278844,0.86956096
0.5988103,0.8149328
0.3154769,0.7129179
0.1410467,0.51838183
0.80848324,0.6031043
0.089898735,0.3767961
0.1918822,0.40164316
0.19128901,0.33367607
0.03995776,0.5361109
0.88725466,0.7035622
0.069461554,0.5018662
0.39142486,0.45842436
0.29914165,0.88804424
0.38167346,0.90593797
0.33746085,0.74708605
0.6690119,0.6866551
0.19191375,0.4746567
0.6929938,0.52779466
0.40474635,0.37806225
0.6295041,0.64197576
0.56174934,0.56172764
0.36206874,0.91300535
0.21844342,0.786278
0.2624179,0.6813753
0.26666382,0.5967619
0.80325997,0.45017344
0.72430867,0.24958041
0.040070534,0.33385488
0.63240004,0.13178667
0.5528547,0.63108474
0.4829388,0.56525314
0.18693694,0.65710723
0.10080552,0.7175224
0.14494786,0.6921948
0.1681166,0.675567
0.90780854,0.61140716
0.65049183,0.5589859
0.34276363,0.43427515
0.61749065,0.4021448
0.35052952,0.27665132
0.5559836,0.24816096
0.8263643,0.34084672
0.37791383,0.15597975
0.5306757,0.11181033
0.38659087,0.89958537
0.29055077,0.7974964
0.3730445,0.717769
0.3815264,0.6067476
0.5245102,0.98121214
0.7621904,0.88321435
0.45826405,0.4857278
0.37069258,0.3844044
0.50447613,0.3615873
0.67800707,0.30506855
0.46656623,0.22837877
0.6860882,0.110085756
0.61567014,0.71884716
0.60322183,0.62664807
0.28191936,0.4704499
