Dim1,Dim2
0.42940465,0.9385998
0.53989625,0.55794436
0.48967934,0.989024
0.9046466,0.78389776
0.6767272,0.8890593
0.106710315,0.6932644
0.12737173,0.7076849
0.8160468,0.67831194
0.18425322,0.5873358
0.2772583,0.5098117
0.8296671,0.556327
0.47607005,0.38670284
0.3865919,0.34813392
0.4284497,0.26806158
0.7173508,0.27879614
0.12771207,0.30970046
0.3817236,0.1882666
0.9056589,0.42677543
0.51441383,0.75763416
0.47208044,0.67466044
0.30390638,0.48581013
0.92621124,0.649946
0.19141552,0.36493552
0.23533711,0.35069513
0.7404027,0.30582055
0.6481494,0.22932279
0.54875994,0.17498791
0.8781289,0.4167116
0.31031418,0.61019945
0.5657106,0.5678866
0.4837212,0.48832095
0.68320346,0.4469091
0.38732475,0.32957578
0.61690843,0.30243134
0.71797436,0.22669932
0.5759501,0.18713245
0.6436981,0.11751762
0.57159114,0.24863023
0.5474862,0.970183
0.7126521,0.8615818
0.29874676,0.714151
0.41065955,0.6244824
0.3525502,0.8951624
0.7900167,0.78035676
0.17701238,0.6479349
0.9251532,0.74745077
0.57102096,0.8408371
0.79097325,0.8188212
0.77935994,0.74583554
0.30640948,0.6747847
0.06657094,0.42260468
0.7434143,0.57294595
0.037528217,0.34627146
0.1403321,0.34501052
0.060916513,0.79755723
0.7535397,0.87241364
0.03751105,0.61432934
0.67449456,0.81011444
0.85419464,0.7913396
0.1266256,0.64193493
0.4728917,0.6156961
0.31299514,0.48871565
0.82027113,0.5436502
0.43612206,0.40606266
0.635367,0.3629073
0.5699105,0.3068599
0.65374553,0.24536517
0.76195157,0.2414673
0.35951936,0.14420056
0.7008103,0.82683134
0.46259817,0.8082142
0.627786,0.7307957
0.70683354,0.6417936
0.3136567,0.4900251
0.38523883,0.48409036
0.23965955,0.34708834
0.3159936,0.3410861
0.62492067,0.29723227
0.86972415,0.43226653
0.45179462,0.9605013
0.5644303,0.87901247
0.52156997,0.5469952
0.7732376,0.525136
0.8485539,0.5121555
0.8257922,0.5259581
0.7734215,0.38224852
0.64123785,0.22352335
0.34217578,0.19886819
0.47668746,0.14044356
0.66038907,0.14256066
0.3453312,0.13522336
0.46328533,0.05837351
0.6013415,0.033984423
0.46906334,0.025323391
0.4034462,0.8827117
0.5370197,0.80310345
0.20930403,0.6643019
0.34607816,0.6345264
0.5761085,0.43214878
0.37134817,0.91338277
0.9936167,0.70290315
0.040946275,0.50238353
0.34253603,0.6361425
0.65006506,0.58908933
0.42024124,0.49812064
0.5759401,0.33847463
0.5030679,0.26582962
0.07282847,0.7878542
0.79263055,0.84709096
0.13615716,0.71405715
0.37573287,0.6968959
0.4632425,0.66108716
0.5422297,0.58351964
0.3366031,0.47961402
0.30413264,0.36225033
0.43016645,0.7053837
0.9011755,0.7078982
0.10440144,0.51118255
0.7198313,0.5244151
0.2620648,0.39979178
0.50682604,0.3432595
0.49473223,0.2987316
0.4500864,0.772151
0.5777936,0.72149926
0.3609136,0.6248794
0.7782954,0.60330313
0.61685634,0.49324912
0.46506456,0.3931991
0.43611404,0.32655612
0.34259832,0.28188843
0.50071234,0.79981303
0.37954357,0.71409535
0.36437064,0.6059871
0.6597605,0.5756649
0.65060693,0.52085865
0.5023096,0.3969403
0.43887714,0.3310667
0.61147517,0.3068639
0.6540211,0.6784029
0.4354725,0.5666472
0.1671812,0.43453324
0.6883313,0.46512884
0.8215374,0.52421427
0.36433703,0.25873846
0.8714188,0.3988645
0.098740965,0.32425773
0.5660363,0.13917467
0.6108578,0.08077735
0.4163413,0.78915775
0.45617348,0.7428108
0.38087788,0.59923637
0.34027487,0.52405447
0.08443335,0.36699855
0.7072102,0.4592725
0.49619225,0.34626675
0.59847194,0.30032146
0.73951274,0.23613155
0.65279245,0.1788337
0.5086011,0.13492358
0.6308308,0.04971221
0.4476248,0.0889591
0.50057137,0.04865253
0.07140222,0.62378925
0.9356185,0.7283615
0.118245125,0.71584475
0.03213772,0.48616472
0.9577465,0.7285113
0.23288998,0.5338645
0.31651878,0.46083647
0.644526,0.4550897
0.77724445,0.41691375
0.76805377,0.3541298
0.5702123,0.2477096
0.40561247,0.91071427
0.54206955,0.8796997
0.69651735,0.7640491
0.792149,0.5915906
0.7984992,0.5999621
0.26274696,0.39592108
0.33690113,0.3394269
0.46437237,0.27354994
0.5603837,0.23256981
0.04063624,0.54676044
0.20679808,0.6772333
0.7368839,0.6434647
0.23174751,0.39099067
0.608401,0.37083942
0.49915633,0.97849977
0.473857,0.9461993
0.2758687,0.48793203
0.57868296,0.5097177
0.57864076,0.971807
0.5222112,0.8073106
0.88247633,0.6829665
0.34133202,0.6352848
0.025660574,0.34433514
0.78974205,0.90423936
0.31079412,0.88893783
0.60984313,0.7975794
0.19423038,0.65248114
0.74670374,0.64988077
0.2642499,0.48736265
0.5435388,0.50207436
0.3885793,0.9000244
0.66347533,0.81848645
0.24171987,0.8120865
0.72779274,0.8936709
0.08844593,0.77210534
0.59169245,0.72799355
0.28722137,0.56083035
0.6263387,0.5734477
0.16621074,0.43401203
0.28017312,0.37471303
0.84840274,0.43092296
0.30692428,0.21903864
0.49518922,0.20431826
0.5331592,0.99808735
0.89545554,0.56299055
0.26080668,0.4026391
0.26998374,0.30628586
0.32807714,0.79996645
0.32380104,0.72156745
0.8504579,0.6668963
0.4488824,0.5509671
0.16859713,0.40623653
0.42765927,0.39318085
0.5304872,0.35905808
0.2914778,0.29019523
0.6476752,0.24083352
0.44099367,0.075953305
0.43411344,0.79291195
0.58319414,0.70388925
0.1780366,0.7430576
0.2757796,0.70682347
0.84160125,0.7240185
0.7421328,0.7518882
0.35378498,0.67851615
0.25994128,0.57884294
0.14843976,0.4925419
0.72673833,0.5456864
0.19197688,0.37784767
0.75095624,0.4221177
0.06334022,0.33469534
0.8771566,0.44245708
0.07798764,0.3103659
0.6789898,0.105656475
0.5316564,0.9514787
0.08268508,0.750355
0.311558,0.897733
0.5274639,0.7960079
0.121043295,0.57691085
0.44728798,0.63148594
0.56961817,0.57966316
0.45626438,0.9889827
0.585884,0.9379194
0.2665794,0.27870196
0.54983443,0.22360235
0.337177,0.18690714
0.47121203,0.9848697
0.60213566,0.59501314
0.3683223,0.55111086
0.3022552,0.9097663
0.8525951,0.7136434
0.07517314,0.5475813
0.48170653,0.67734414
0.2260688,0.5318312
0.70772374,0.53849566
0.41889474,0.37786824
0.57138216,0.7386779
0.3978601,0.48933074
0.30268717,0.39649737
0.4922065,0.34918818
0.4317113,0.9673364
0.87193835,0.77896166
0.804997,0.7865913
0.17677069,0.64804596
0.35367206,0.5894609
0.15864268,0.4890358
0.77606434,0.57233125
0.42173526,0.35374305
0.17145985,0.3137118
0.82094526,0.415702
0.5658968,0.22203824
0.63845754,0.17656332
0.6258276,0.11871898
0.7080975,0.779148
0.537916,0.59411037
0.587706,0.8678552
0.79668367,0.76522607
0.36059332,0.7154529
0.6340894,0.6636681
0.63409686,0.56868446
0.52090776,0.45762545
0.3205241,0.36411592
0.56042546,0.34613523
0.8184867,0.38592
0.6689062,0.21940765
0.6694858,0.18442512
0.57791054,0.13546363
0.39503956,0.13684186
0.42559445,0.963531
0.86330676,0.7668793
0.5278975,0.78851926
0.809606,0.67591035
0.27669683,0.63003457
0.07651922,0.4593494
0.5735834,0.51370054
0.7603481,0.45822155
0.092980355,0.3497337
0.88164514,0.74448824
0.64196074,0.82063687
0.7951777,0.81783533
0.23912844,0.641353
0.3687953,0.5976994
0.69152224,0.5937215
0.2884587,0.4141775
0.7204712,0.49877918
0.31087136,0.32676345
0.73668647,0.30333024
0.68203366,0.24866694
0.3842071,0.2023955
0.38776803,0.15862283
0.6308137,0.076378256
0.45722362,0.09034887
0.54929554,0.87571466
0.4989088,0.9744796
0.4744598,0.95215255
0.591078,0.8615222
0.923797,0.69294584
0.30399203,0.6641635
0.15967748,0.59114975
0.25880682,0.5431866
0.29196984,0.800871
0.32017767,0.71853936
0.89804476,0.6256266
0.2369084,0.53457505
0.79719615,0.5425878
0.50778043,0.3886869
0.44245043,0.32937583
0.73378104,0.34094188
0.7989255,0.3365823
0.6197428,0.18120524
0.63702667,0.13465005
0.60413253,0.09235504
0.44142175,0.066281974
0.62477607,0.84612846
0.08012119,0.5861244
0.35070005,0.6872233
0.4282927,0.7287794
0.8571429,0.6858604
0.8856294,0.533566
0.06962606,0.36040777
0.35558316,0.31172884
0.83741724,0.4113577
0.4506901,0.2014713
0.080399156,0.6475083
0.48944828,0.79090536
0.37920663,0.7199264
0.8515232,0.6226274
0.91500235,0.6539738
0.114917904,0.41756654
0.5641143,0.42081502
0.430211,0.32622433
0.63531107,0.29043904
0.5261434,0.26983988
0.7073068,0.17890629
0.6118614,0.15190837
0.51963365,0.09876388
0.20688948,0.64872634
0.6724148,0.6696731
0.55115056,0.59151626
0.48595276,0.5008546
0.30511075,0.36379573
0.8777249,0.49094957
0.35719422,0.26892507
0.6636341,0.22271755
0.4067745,0.17506823
0.4970462,0.14901829
0.60637176,0.040362775
0.49971125,0.07520679
0.44897905,0.06063062
0.39966404,0.7308532
0.4610929,0.63683265
0.53886765,0.8202307
0.1823721,0.6585828
0.44460207,0.6649108
0.6246762,0.56801045
0.3235394,0.4362264
0.77816224,0.5168317
0.7764237,0.40879518
0.44791004,0.28675908
0.88185817,0.40407294
0.5438779,0.1973032
0.6166039,0.124602556
0.5911881,0.0880121
0.5034665,0.08800644
0.37604767,0.9025332
0.716135,0.7828026
0.9031146,0.6326903
0.36136612,0.61491436
0.6372962,0.5534576
0.23100826,0.4508124
0.8062997,0.4894971
0.4936858,0.98047096
0.89294314,0.7371932
0.39724112,0.9053008
0.13423315,0.718892
0.86606836,0.6905325
0.5964408,0.6554312
0.17459732,0.498137
0.712,0.54676425
0.5142267,0.4257458
0.3312816,0.3302002
0.49119386,0.29912746
0.69103384,0.30515546
0.6690297,0.24393007
0.65349877,0.17589566
0.12932628,0.47627163
0.5405453,0.48710945
0.4700177,0.8037046
0.38469902,0.8953824
0.10984397,0.784979
0.37932312,0.9227004
0.35486364,0.8190892
0.4143278,0.72645235
0.44373074,0.6452257
0.3849173,0.5221639
0.48360956,0.4882147
0.7821934,0.47086948
0.48741066,0.3451326
0.46954405,0.21785253
0.44355068,0.19703099
0.64476603,0.12390846
0.5516055,0.10068181
0.030611992,0.5162965
0.28683305,0.6983951
0.57256675,0.6492425
0.49619654,0.5638164
0.43081748,0.51307786
0.58718634,0.44545153
0.48341867,0.34569645
0.72366804,0.31811428
0.6692472,0.25669453
0.45704243,0.18325666
0.66380334,0.14283368
0.4839212,0.13294634
0.553216,0.7983099
0.81192315,0.69988096
0.34578252,0.62707704
0.61551094,0.5949296
0.7112555,0.5559444
0.32334036,0.38781142
0.26495454,0.28662378
0.7177585,0.32070458
0.47831243,0.23912236
0.6232829,0.64698654
0.11254373,0.49224764
0.74971896,0.56563765
0.78239346,0.8902682
0.679688,0.8870549
0.5412463,0.88876665
0.49356613,0.7616455
0.37239,0.684312
0.22175777,0.58745617
0.84894466,0.6112526
0.5623176,0.526517
0.32275498,0.3855617
0.34899703,0.36164153
0.20550227,0.31770444
0.29470116,0.7182134
0.23057577,0.61160564
0.5714443,0.5798998
0.76824033,0.8755245
0.5112714,0.94977033
0.57681173,0.8511778
0.20406327,0.7991983
0.4029195,0.7340921
0.34243047,0.5794831
0.63906157,0.535003
0.34451094,0.40752602
0.59101754,0.3296064
0.5355641,0.57603115
0.7622352,0.5564901
0.5725574,0.4300941
0.49912196,0.3538464
0.7236624,0.3359909
0.5830062,0.22570747
0.89775914,0.4064077
0.7813671,0.78215194
0.38073704,0.6913895
0.8945716,0.6324125
0.47896576,0.527632
0.6863553,0.52241004
0.5089174,0.43750343
0.43029723,0.3189576
0.7425908,0.8836688
0.067240834,0.7867205
0.58687365,0.9272696
0.8332138,0.81101716
0.45861742,0.84437954
0.65039927,0.7283242
0.8284403,0.6569389
0.49095398,0.9819093
0.8902053,0.8053801
0.41255757,0.89687765
0.5495993,0.9725547
0.7604683,0.83929145
0.022477478,0.47325134
0.24673864,0.8004012
0.19036368,0.66618156
0.5898992,0.6475336
0.7739637,0.587669
0.225056,0.42360997
0.86704713,0.5185428
0.13628703,0.3698455
0.5887367,0.9136156
0.48346445,0.8969676
0.07635862,0.5688534
0.6347735,0.66254234
0.3340063,0.5324837
0.046244532,0.53800654
0.446339,0.64355993
0.6525067,0.5931295
0.490547,0.4689154
0.38997307,0.3826666
0.87575495,0.7973199
0.30064127,0.90988886
0.6705918,0.79971194
0.5806344,0.7174492
0.3372801,0.58380103
0.63396907,0.55320793
0.34858784,0.44829884
0.67342395,0.45553365
0.62685215,0.37185347
0.72044086,0.30110267
0.5113395,0.22840163
0.37493122,0.16219032
0.89818335,0.6348917
0.85709405,0.61100805
0.1568715,0.4301874
0.65316266,0.4483217
0.44384518,0.33755523
0.29223996,0.24717268
0.24515489,0.78646815
0.32396773,0.6911146
0.6284132,0.7061036
0.40015054,0.64891624
0.9367749,0.6729101
0.5733678,0.49346092
0.64090776,0.48686665
0.6175353,0.3830498
0.42525133,0.28583837
0.6787894,0.26858473
0.36688277,0.15385589
0.46744493,0.11530021
0.68774855,0.836649
0.7206064,0.7789111
0.18158376,0.6511285
0.7700765,0.9059466
0.41999882,0.9681022
0.5928434,0.9169756
0.52699786,0.99052715
0.77709126,0.88011926
0.43113065,0.95692575
0.38485378,0.9220782
0.28439802,0.83301836
0.32171172,0.67276293
0.5990112,0.41292298
0.54267746,0.92629373
0.5685473,0.89936733
0.7472191,0.7600475
0.19889006,0.6288492
0.56771094,0.63890505
0.47880948,0.52823144
0.05607891,0.36411002
0.8706695,0.5208729
0.7567383,0.41230476
0.45133054,0.27632478
0.22244534,0.2668788
0.7218831,0.20331731
0.33499575,0.17200866
0.57646847,0.08586156
0.77089554,0.88692534
0.082324326,0.7583624
0.3614927,0.8128656
0.56649804,0.9715146
0.030705154,0.6088281
0.67892855,0.8301445
0.24933574,0.64754826
0.48369595,0.6681987
0.28625107,0.81535864
0.2276561,0.6838733
0.30068612,0.6255253
0.3751815,0.81906915
0.47166586,0.67900693
0.22710267,0.6814328
0.40770707,0.6557128
0.6119877,0.7962918
0.294602,0.70125437
0.6923326,0.6531983
0.3015935,0.5107707
0.36361745,0.3807047
0.5494804,0.25363722
0.664595,0.30856
0.4611909,0.22096944
0.43187147,0.20514336
0.5581855,0.8859297
0.023596674,0.47101825
0.53585815,0.7313148
0.5163361,0.6725286
0.9062514,0.6135658
0.9242742,0.72213095
0.13833445,0.6401421
0.4435856,0.64550793
0.6491289,0.58846784
0.7699493,0.61844826
0.21300614,0.37015224
0.64981276,0.38092622
0.1764144,0.30381545
0.8706237,0.42734203
0.8272854,0.6394694
0.43422318,0.65955687
0.4893637,0.54044944
0.56916153,0.47262707
0.683204,0.49695742
0.28285077,0.3445786
0.6743277,0.31843758
0.51138407,0.95278275
0.5314763,0.94081724
0.1716226,0.76439893
0.5614524,0.7653043
0.6093016,0.76169115
0.6368626,0.6355787
0.44315225,0.58736706
0.23560011,0.44184735
0.30700034,0.4132899
0.6482707,0.39375305
0.16786307,0.30611157
0.61963,0.23397061
0.27237412,0.2207033
0.52006954,0.99732625
0.830127,0.8542382
0.52135444,0.9721191
0.5963082,0.9056184
0.012829572,0.50314546
0.319499,0.7965369
0.101326436,0.57223976
0.3011896,0.59836423
0.49613276,0.5788023
0.5882305,0.92723805
0.09225497,0.6341858
0.39862147,0.83356273
0.65442157,0.7439244
0.6875236,0.57222223
0.6452694,0.61841583
0.416893,0.49633712
0.7576591,0.5125259
0.5617443,0.33644632
0.6370052,0.31030598
0.71256846,0.23641258
0.72810733,0.19854957
0.43315148,0.15416521
0.5016354,0.111397624
0.33672237,0.13981569
0.43683755,0.059467137
0.44313923,0.6322462
0.47530437,0.57640755
0.23911494,0.4241121
0.7416669,0.3976708
0.7703678,0.3819397
0.35002202,0.16901764
0.2938584,0.1673345
0.59823996,0.0809235
0.184362,0.363527
0.06340268,0.33457696
0.8711142,0.44237614
0.06869796,0.3201239
0.51988626,0.9913524
0.060610324,0.76593757
0.6432868,0.9048361
0.5120661,0.8673469
0.422281,0.826104
0.32308686,0.7323194
0.28997958,0.5962546
0.7634617,0.58803475
0.5854248,0.49548718
0.62922233,0.45434108
0.8001891,0.4349198
0.80359983,0.35637552
0.28975332,0.8036231
0.4120131,0.7161189
0.37506974,0.6223961
0.56150126,0.59568465
0.147041,0.71939147
0.618009,0.72070885
0.25876558,0.58926255
0.56579655,0.6664704
0.4598291,0.5528107
0.38153142,0.45236367
0.628494,0.46438342
0.6045093,0.3523637
0.7060566,0.30764085
0.49040622,0.24238768
0.08821535,0.31962603
0.4507712,0.15263736
0.5467039,0.9737917
0.5383584,0.9122369
0.043439567,0.6107167
0.513077,0.8170793
0.07137284,0.53765374
0.44257972,0.6370044
0.23049927,0.7929114
0.79222655,0.7594486
0.3039086,0.61528814
0.63732684,0.55772686
0.6624298,0.51276916
0.3176093,0.36193764
0.3875016,0.31163636
0.7192658,0.32464325
0.8098295,0.3456744
0.6657456,0.19225556
0.41427168,0.14880133
0.5844055,0.08842513
0.42396986,0.9536663
0.34774795,0.7196164
0.5517356,0.64221716
0.55515635,0.985482
0.8001245,0.85664976
0.6741278,0.88857555
0.73196054,0.82786524
0.70118815,0.75005656
0.02572444,0.4674868
0.4872437,0.65553623
0.617057,0.56823707
0.8052292,0.7546335
0.3491605,0.8059262
0.16656283,0.59990776
0.56562334,0.63403463
0.83815897,0.5497389
0.3139397,0.46988449
0.71613073,0.45751333
0.40303314,0.3391962
0.63558424,0.29904413
0.46326175,0.2532127
0.64182144,0.19106287
0.1126889,0.31685615
0.039492875,0.6434963
0.85017085,0.72033685
0.9600983,0.7221744
0.36703503,0.70569646
0.66419536,0.6561092
0.49832538,0.5997409
0.20826337,0.49108404
0.46306193,0.39439732
0.5906928,0.33957213
0.5490652,0.6329813
0.46271935,0.5561531
0.57633066,0.5215901
0.5295988,0.4204753
0.62076235,0.35906446
0.6356206,0.30897564
0.8364899,0.40588433
0.56761825,0.18072543
0.60087365,0.13401526
0.6193069,0.07331908
0.2871973,0.58384717
0.7526736,0.5923966
0.8835026,0.5487632
0.53790736,0.40120786
0.78410006,0.42360818
0.7031729,0.33346426
0.27016902,0.26457986
0.29688972,0.17744708
0.30715054,0.72846603
0.73329663,0.7365354
0.30555272,0.6712682
0.14164394,0.53174835
0.7992147,0.5490786
0.32077712,0.44615096
0.5522946,0.4137528
0.61130774,0.37967134
0.68615645,0.28693965
0.5854318,0.2218324
0.5354576,0.20801145
0.6402989,0.6639101
0.42896974,0.58401644
0.6421828,0.6634157
0.67568594,0.5777123
0.5507051,0.49277258
0.8095225,0.49108553
0.63346577,0.41412428
0.4995068,0.7617425
0.79430175,0.7587297
